term,pvalue,odds_ratio,log_pval
Clathrin derived vesicle budding,0.0026419356539957224,7.4912439068423895,2.5780777641079027
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase,0.20070210188170493,4.657552666965486,0.6974480792771076
Colorectal cancer,0.02083096768185514,5.40234375,1.6812905548660602
Control of gene expression by vitamin D receptor,0.2300144462282104,3.9667812142038947,0.6382448869381769
Corticosteroids and cardioprotection,0.16249594749656032,5.952749140893471,0.7891574654655851
Corticotropin releasing hormone pathway,0.21549446391506416,4.284536082474227,0.6665638824499875
Cyclin A-Cdk2-associated events at S phase entry,0.14742396564432467,3.0261986426330005,0.831431910635372
Cyclin D-associated events in G1,0.05079291666114204,5.816552303598936,1.2941968481387076
Cystic fibrosis transmembrane conductance regulator (CFTR) and beta 2 adrenergic receptor (b2AR) pathway,0.10593662000803392,9.744142455482663,0.9749538876896126
Cytokine-cytokine receptor interaction,0.7098723334197048,0.806288271314178,0.14881974969891634
Cytokines and inflammatory response,0.28546902572627564,3.0589101620029453,0.5444410071586674
Cytoplasmic ribosomal proteins,7.269759206845723e-08,11.305487305487304,7.138479973854864
Cytosolic DNA-sensing pathway,0.01597914101606792,6.004340277777778,1.7964465705795096
Cytosolic sensors of pathogen-associated DNA,0.017539632576344024,10.769430051813472,1.7559795085604943
DARPP-32 events,0.024087194042560798,8.972797927461139,1.6182137887442307
DNA repair,0.0004689987767694711,6.573015873015873,3.3288282899991204
DNA replication,0.013271420882877239,3.237938079522238,1.8770825776209885
DNA strand elongation,0.003207228804471694,11.193965517241379,2.4938700562939107
Deadenylation of mRNA,2.41492722187101e-06,28.789473684210524,5.617095952952257
Deadenylation-dependent mRNA decay,6.714135289389414e-06,14.979076479076479,5.173009911994274
Death receptor signaling,0.1224733614426235,8.24425059476606,0.9119583622099636
Degradation of beta-catenin by the destruction complex,0.49920648003968554,1.4639175257731958,0.3017197858512485
Deposition of new CENP-A-containing nucleosomes at the centromere,0.06804655621128003,4.88954309938766,1.1671938492451195
Destabilization of mRNA by AUF1 (hnRNP D0),0.46529404432210186,1.6197282099343955,0.33227250632037664
Destabilization of mRNA by butyrate response factor 1 (BRF1),0.17027981338656417,5.639175257731958,0.7688368344476252
Developmental biology,0.017180320737422566,2.3950438459129346,1.7649687326355963
Diabetes pathways,0.3673696296425198,1.574900944833892,0.43489674956490243
Differentiation pathway in PC12 cells,1.4309509429585414e-05,9.894230769230768,4.8443752548269465
Dilated cardiomyopathy,0.6111259619950887,1.0672680412371134,0.21386926608919643
Disease,2.9147603908123254e-14,6.155807230295108,13.535397140810659
Diurnally regulated genes with circadian orthologs,0.3672319516565859,2.2290592783505154,0.4350595392778377
Dorso-ventral axis formation,0.20813264584304503,4.463273195876289,0.6816597948603444
Double stranded RNA-induced gene expression,0.1224733614426235,8.24425059476606,0.9119583622099636
Double-strand break repair,0.0012175467006245962,16.23828125,2.9145143718508306
Downregulation of MTA-3 in ER-negative breast tumors,0.16249594749656032,5.952749140893471,0.7891574654655851
Downstream signaling events Of B cell receptor (BCR),0.0023171891053924247,5.798152295632699,2.635038522067972
E-cadherin nascent AJ-like junctions pathway,0.3116875359968424,2.7446471054718478,0.506280564280821
E2F transcription factor network,0.0006686578416410167,7.795112781954886,3.1747960578676175
E2F1 destruction pathway,0.10593662000803392,9.744142455482663,0.9749538876896126
EGF receptor (ErbB1) signaling pathway,0.043966500959711656,6.330691862237122,1.3568780959985842
EGF receptor transactivation by GPCRs in cardiac hypertrophy,0.00030130443446013943,14.034115858807633,3.5209944765330925
EGF/EGFR signaling pathway,9.231922874675147e-08,9.434699634915367,7.034707832355903
EGFR downregulation,0.002176754798724665,12.987499999999999,2.662190489451503
EGFR interaction with phospholipase C-gamma,0.05079291666114204,5.816552303598936,1.2941968481387076
EGFR transactivation by gastrin,0.08908987638259896,11.910652920962198,1.050171643673199
EGFR1 pathway,0.17033976347713642,2.1515625,0.7686839601235261
EPO receptor signaling,0.00030130443446013943,14.034115858807633,3.5209944765330925
ER-associated degradation (ERAD) pathway,0.17027981338656417,5.639175257731958,0.7688368344476252
ERBB signaling pathway,0.0019338089094780876,6.057017543859648,2.713586443210312
ERBB1 downstream pathway,6.088346793564804e-08,11.539704653106716,7.215500618024266
ERBB1 internalization pathway,0.0006122876108822937,11.44502617801047,3.2130445280538806
ERBB2 role in signal transduction and oncology,0.025857624592540072,8.613471502590674,1.5874113740316411
ERBB2/ERBB3 signaling events,0.000797566752130814,10.60605286681139,3.0982329585919404
ERBB4 signaling events,0.30522404131897385,2.8170103092783503,0.5153812616707675
ERK1/ERK2 MAPK pathway,1.734604618878954e-07,15.302968836437396,6.760799501511379
ERK5 role in neuronal survival pathway,0.027679229961295116,8.281785571941013,1.5578459961593616
Endochondral ossification,0.46529404432210186,1.6197282099343955,0.33227250632037664
Endocytosis,0.011622048246535507,3.3380304502753484,1.9347173260095627
Endometrial cancer,0.013141919082511224,6.4859374999999995,1.88134121117739
Endosomal sorting complex required for transport (ESCRT) pathway,0.2371738579669811,3.824926362297496,0.6249331819450555
Endothelins,0.12225490027370275,3.411793733037256,0.9127337242765107
Energy metabolism,0.07595196408991839,4.57678315510969,1.1194609909600577
Ephrin receptor B forward pathway,0.00248931397940162,7.62303664921466,2.6039203219845692
Epidermal growth factor receptor (EGFR) pathway,1.0286118421031296e-06,9.72533667397432,5.987748480082556
Epithelial cell signaling in Helicobacter pylori infection,0.13470499473555575,3.2074858866290312,0.8706163007441693
Epstein-Barr virus LMP1 signaling,0.019094116945460177,10.256106587712804,1.7191004218458774
Erythrocyte differentiation pathway,0.1387057762680982,7.144329896907217,0.8579054527758414
Erythropoietin-mediated neuroprotection through NF-kB,0.005325467311044319,21.549222797927463,2.2736422767712647
Estrogen receptor signaling pathway,0.17799170263297123,5.356958762886598,0.7496002425489997
Eukaryotic transcription initiation,0.007406471260620362,8.111328125,2.1303886580203653
Extension of telomeres,0.00014275040610945629,17.407329842931937,3.845422647559557
FAS pathway and stress induction of heat shock protein regulation,0.0005072101675872477,12.082024432809773,3.2948120491271586
FGF signaling pathway,0.11311685304958242,3.582901554404145,0.9464726856035061
FOXM1 transcription factor network,0.32443560325067855,2.6105104350012573,0.48887149278742975
FRS2-mediated activation,0.0007999605066035945,19.106617647058822,3.096931453242441
FRS2-mediated cascade,0.05314774888210563,5.66321243523316,1.2745151256615481
FSH regulation of apoptosis,0.44494027517149154,1.2298850574712645,0.35169828093868694
FSH signaling pathway,0.027679229961295116,8.281785571941013,1.5578459961593616
Factors involved in megakaryocyte development and platelet production,0.32696591116585716,1.7283135550727058,0.48549752368309324
Fanconi anemia pathway,0.1932021937817595,4.869493908153702,0.7139879465442134
Fas signaling pathway,0.00010614727986504745,7.069685731016983,3.974091130605249
"Fatty acid, triacylglycerol, and ketone body metabolism",0.48186692440824297,1.243101578503434,0.3170728828707554
Fc epsilon receptor I signaling in mast cells,0.006936500581585096,8.319711538461538,2.1588595729748263
Fc epsilon receptor I signaling pathway,0.0008972238991040728,7.273684210526316,3.047099166753375
Fc gamma receptor-mediated phagocytosis,0.5886302787914476,1.1357205527527965,0.23015740181196553
Fibroblast growth factor 1,0.025857624592540072,8.613471502590674,1.5874113740316411
Fibroblast growth factor receptor pathway,6.448764676022771e-07,10.329896907216495,6.190523470755239
Focal adhesion,0.3704604946928136,1.3916396103896103,0.43125809767568785
Folate metabolism,0.11918884742314466,3.46698980444593,0.9237643799077373
FoxO family signaling,9.898528351304979e-05,12.140350877192981,4.004429368676789
Free radical-induced apoptosis,0.09755235728328472,10.719072164948454,1.0107622317256026
G alpha (s) signaling events,0.6924122661416559,0.8527835051546392,0.1596352471651447
G alpha (z) signaling events,0.3492312985854747,2.378006872852234,0.45688684115821454
G alpha 12 pathway,9.898528351304979e-05,12.140350877192981,4.004429368676789
G alpha 13 pathway,0.0036942950509651295,6.786976439790576,2.43246842186576
G alpha i pathway,8.174518139195522e-07,10.018548387096775,6.087537838136322
G alpha q pathway,0.14103318301545478,3.1142149132687544,0.8506786922736902
G alpha s pathway,0.0009423099987085923,5.711525189786059,3.0258062006244524
G-protein signaling pathways,0.0002751285788960602,7.306878306878307,3.560464295062127
G-protein-mediated events,0.06547616105048852,5.003494396915291,1.1839167917442779
G1 to S cell cycle control,0.4702750628744921,1.5954762271118634,0.3276480498380976
G13 signaling pathway,0.3116875359968424,2.7446471054718478,0.506280564280821
GATA3-mediated activation of Th2 cytokine expression,0.01604202845842314,11.336787564766839,1.7947407175605101
GM-CSF-mediated signaling events,0.00037459025696269115,13.182294145644931,3.426443522749271
GPCR ligand binding,0.9791908541374892,0.25641186824239376,0.009132651587576842
GRB2-SOS provides linkage to MAPK signaling for integrins,0.15463943668508345,6.303214069132808,0.8106797410087676
Gap junction pathway,0.010286328002961457,4.987181801769273,1.9877396313269047
Gap-filling DNA repair biosynthesis and ligation in global genomic nucleotide excision repair,0.00048705833215587443,23.204241071428573,3.3124190227353862
Gastric acid secretion,0.50387315003836,1.4440651992198383,0.297678783340717
Gastrin-CREB signaling pathway via PKC and MAPK,0.012985777968737284,3.2542051646529253,1.8865320269812482
Gene expression,3.448657821322317e-14,5.166774990250878,13.462349894552215
Gene expression regulation by hypoxia-inducible factor,0.08908987638259896,11.910652920962198,1.050171643673199
Generic transcription pathway,0.6848142003158246,0.8512500000000001,0.16442724270172276
"Ghrelin biosynthesis, secretion, and deacylation",0.14670960650197734,6.697487113402063,0.8335414477504198
Ghrelin pathway,0.21549446391506416,4.284536082474227,0.6665638824499875
Glioma,0.1253401525685352,3.3583225388601035,0.9019097809968853
Global genomic nucleotide excision repair (GG-NER),0.0038171494664176703,10.470766129032258,2.418260834242797
Glucagon signaling in metabolic regulation,0.0038171494664176703,10.470766129032258,2.418260834242797
Glucagon-type ligand receptors,0.27198956267461555,3.244611059044049,0.565447761259152
Gluconeogenesis,0.2582571411207384,3.4542733621549715,0.5879476608772561
Glucose metabolism,0.43968130595299176,1.7529153287138755,0.35686199900174154
Glycogen metabolism,0.29211534990025895,2.973797250859106,0.5344456213837704
Glycoprotein 1b-IX-V activation signaling,0.09755235728328472,10.719072164948454,1.0107622317256026
Glycoprotein VI-mediated activation cascade,0.27198956267461555,3.244611059044049,0.565447761259152
GnRH signaling pathway,4.688540951602271e-05,8.117021276595743,4.3289622863367265
Golgi-associated vesicle biogenesis,0.01604202845842314,11.336787564766839,1.7947407175605101
Graft-versus-host disease,0.32443560325067855,2.6105104350012573,0.48887149278742975
Granule cell survival pathway,0.014156165476583701,4.517670157068062,1.8490543693781825
Growth hormone receptor signaling,0.0007319397682440233,10.8717277486911,3.1355246558207313
HES/HEY pathway,0.3672319516565859,2.2290592783505154,0.4350595392778377
HIF-1 degradation in normoxia,0.2002992945223385,2.4677505806682154,0.6983205803399488
HIF-1 transcriptional activity in hypoxia,0.1284439883439096,3.3064966121960944,0.8912862175180278
HIF-2-alpha transcription factor network,0.00030130443446013943,14.034115858807633,3.5209944765330925
HIV factor interactions with host,2.797688280393511e-05,7.313033102046227,4.553200676422698
HIV genome transcription,0.0026419356539957224,7.4912439068423895,2.5780777641079027
HIV infection,4.120682200685921e-07,7.152745251105906,6.3850308782709755
HIV life cycle,1.7124719258826012e-06,9.103372434017595,5.766376539563543
HIV-1 Nef as negative effector of Fas and TNF,0.017516619385422344,5.789341517857142,1.7565497066110372
HIV-1 elongation complex formation in the absence of HIV-1 Tat,0.15463943668508345,6.303214069132808,0.8106797410087676
HIV-1 transcription initiation,0.006051104462832347,8.77027027027027,2.2181653495894613
HNF3A pathway,0.008401800532406084,7.724330357142858,2.0756276332840615
Hedgehog signaling pathway,0.4849428296652817,1.526877761413844,0.3143094577366671
Hematopoiesis regulation by cytokines,0.00944950026792824,15.389341228719466,2.0245911583288194
Hematopoietic cell lineage,0.5648403153135976,1.2135074976569822,0.24807431320735585
Hemostasis pathway,0.0719363420722581,1.8879209344948789,1.1430516496176333
Hexose transport,4.739942111439418e-05,14.38157894736842,4.324226962299743
Homologous recombination,0.002661217185350517,12.024305555555554,2.5749196806721026
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis,0.11424338383014326,8.931701030927833,0.9421689417986903
Human cytomegalovirus and MAP kinase pathways,0.013222242078498894,12.671746418774763,1.8786948958519687
Huntington's disease,0.5142835826576913,1.1677567315042894,0.28879733932848206
Hypothetical network for drug addiction,0.26515526480833157,3.346166237113402,0.5764997452962883
Hypoxia-inducible factor in the cardivascular system,0.010644492526031217,14.362694300518134,1.9728750386312826
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha,0.014602495586487262,11.967184801381691,1.8355729163510328
IGF1 pathway,0.002661217185350517,12.024305555555554,2.5749196806721026
IGF1 signaling pathway,0.18563227739757251,5.101620029455081,0.7313465072287818
IKK complex recruitment by IRAK1,0.09755235728328472,10.719072164948454,1.0107622317256026
IKK complex recruitment mediated by RIP1,0.09755235728328472,10.719072164948454,1.0107622317256026
IRAK2-mediated activation of TAK1 complex,0.0001231424281405637,40.619140625,3.909592287177448
Immune system,5.877130896410128e-16,5.515596616327305,15.230834636500923
"Immune system signaling by interferons, interleukins, prolactin, and growth hormones",2.110553296502179e-13,9.536803713527853,12.675603676400097
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages,0.2512945986406452,3.569587628865979,0.5998168460901644
"Incretin biosynthesis, secretion, and inactivation",0.20070210188170493,4.657552666965486,0.6974480792771076
Induction of apoptosis through DR3 and DR4/5 death receptors,0.04177353675325259,6.522845030617052,1.379098753669586
Inflammasomes,0.15463943668508345,6.303214069132808,0.8106797410087676
Inflammatory response pathway,0.2512945986406452,3.569587628865979,0.5998168460901644
Influence of Ras and Rho proteins on G1 to S transition,0.03147161042529415,7.689489267209475,1.5020810333522996
Influenza infection,8.514116795393163e-10,11.35989010989011,9.06986039653064
Influenza viral RNA transcription and replication,2.757231643194126e-06,8.555831265508687,5.559526745996166
Inhibition of T cell receptor signaling by activated Csk,0.17027981338656417,5.639175257731958,0.7688368344476252
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP,0.0019568121678196428,13.529296875,2.7084508597760553
Inhibition of cellular proliferation by Gleevec,0.0015598052278887765,14.760653409090908,2.8069296283982133
Inhibition of platelet activation by aspirin,0.14670960650197734,6.697487113402063,0.8335414477504198
Innate immune system,1.8854036780558809e-06,5.181562127613477,5.724595650029702
Insulin receptor substrate (IRS) activation,0.05444315184458716,21.443298969072167,1.2640567403921257
Insulin regulation of blood glucose,0.0001239569102777855,18.13350785340314,3.906729257424942
Insulin secretion regulation by glucagon-like peptide-1,0.0007319397682440233,10.8717277486911,3.1355246558207313
Insulin signaling pathway,5.411442920790695e-08,6.508871989860584,7.266686918075743
Integrated breast cancer pathway,0.01421976869830109,3.6730085348506405,1.8471074678726718
Integrated cancer pathway,0.28546902572627564,3.0589101620029453,0.5444410071586674
Integration of energy metabolism,0.03006782568007495,3.5504248562355163,1.5218979762655391
Integrin cell surface interactions,0.552436996560936,1.2565191024863553,0.2577172445317897
Integrin signaling pathway,0.0006493171713739824,5.161787805226331,3.1875431119364857
Integrin-linked kinase signaling,0.06804655621128003,4.88954309938766,1.1671938492451195
Integrin-mediated cell adhesion,0.014635663768387562,4.4708803368057435,1.8345875763110957
Interactions of HIV Vpr protein with host cellular proteins,5.926318340441501e-05,13.661184210526317,4.2272150234965675
Interferon alpha/beta signaling,0.4551917909557359,1.6705057989690721,0.34180557871925227
Interferon signaling,0.00018685360237996037,5.485501710565649,3.7284985249020752
Interferon-beta enhancer pathway,0.002926377218507844,11.594308035714285,2.5336696927844313
Interferon-gamma signaling pathway,0.06323723846203066,3.40625,1.1990271037443847
Interleukin receptor SHC signaling,0.2371738579669811,3.824926362297496,0.6249331819450555
Interleukin-1 processing,0.07192734969562722,15.315169366715757,1.1431059418369847
Interleukin-1 regulation of extracellular matrix,0.30992088054290257,1.8013671789959504,0.5087491627117597
Interleukin-1 signaling pathway,2.2625390033836994e-09,11.901639344262295,8.645403925356653
Interleukin-1-beta (IL-1b) processing pathway,0.06322583191462171,17.868556701030926,1.1991054475738672
Interleukin-10 anti-inflammatory signaling pathway,0.010644492526031217,14.362694300518134,1.9728750386312826
Interleukin-12-mediated signaling events,2.61938006503515e-06,13.092499098449332,5.58180148203599
Interleukin-12/STAT4 pathway,0.008927467513078479,7.544331395348838,2.0492717215234664
Interleukin-2 receptor beta chain in T cell activation,0.013141919082511224,6.4859374999999995,1.88134121117739
Interleukin-2 signaling pathway,0.005799681273929224,2.1457885689729266,2.2365958727779636
Interleukin-2/PI3K pathway,0.00033652158002231837,13.594895287958115,3.4729870806700034
Interleukin-2/STAT5 pathway,0.033440247198175996,7.423977130605681,1.4757305208141527
Interleukin-22 soluble receptor signaling pathway,0.1224733614426235,8.24425059476606,0.9119583622099636
Interleukin-23-mediated signaling events,0.005237196297923356,9.272321428571429,2.280901147788941
Interleukin-27-mediated signaling events,0.025857624592540072,8.613471502590674,1.5874113740316411
Interleukin-3 signaling pathway,0.0008672404761018404,10.353029169783095,3.061860460813234
"Interleukin-3, interleukin-5, and GM-CSF signaling",0.3492312985854747,2.378006872852234,0.45688684115821454
Interleukin-4 regulation of apoptosis,0.4546322652702143,1.2110849056603774,0.34233974562037267
Interleukin-4 signaling pathway,0.0744373308336586,3.1714154411764706,1.128209208150035
Interleukin-5 regulation of apoptosis,0.1524426652104279,2.273657570422535,0.8168934669054889
Interleukin-5 signaling pathway,6.714135289389414e-06,14.979076479076479,5.173009911994274
Interleukin-6 signaling pathway,5.5736637230526744e-05,9.975468975468976,4.253859237206524
Interleukin-7 interactions in immune response,0.27876062226053816,3.149029714978775,0.5547685747016575
Interleukin-7 signaling pathway,0.043966500959711656,6.330691862237122,1.3568780959985842
Interleukin-9 regulation of target genes,0.2227881885043922,4.119547977795401,0.6521078377502931
Interleukin-9 signaling pathway,0.14670960650197734,6.697487113402063,0.8335414477504198
Intestinal immune network for IgA production,0.3672319516565859,2.2290592783505154,0.4350595392778377
Ion channel transport,1.7067147003820187e-06,14.047388781431334,5.767839070804007
Ion transport by P-type ATPases,4.346308337271966e-08,25.784574468085108,7.361879467056968
