term,pvalue,odds_ratio,log_pval
"Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.020585795695969262,5.437237762237762,1.6864323417007383
Activation of the pre-replicative complex,0.0036532107038293755,10.694196428571429,2.4373252785487036
Acute myeloid leukemia,0.0002903207119948958,9.496244733467668,3.5371219797238846
Adaptive immune system,2.2583029168333385e-07,4.020151042373265,6.646217804534281
Adherens junction cell adhesion,3.976175004977818e-09,15.862227324913894,8.400534509077653
Adhesion and diapedesis of granulocytes,0.1492466427111281,6.594920634920635,0.82609542950131
Adhesion and diapedesis of lymphocytes,0.009679814030230929,15.293338240706662,2.0141329863300714
Adipocytokine signaling pathway,0.0006090072591961599,7.985051625828324,3.2153775306675416
Adipogenesis,0.15241236075724388,2.274442160892543,0.8169798099585286
Adrenergic pathway,0.0027448148970663213,4.580266075388026,2.5614869378780916
Adrenoceptors,0.09607250487889295,10.994708994708995,1.017400885878964
Advanced glycosylation endproduct receptor signaling,0.13187721709433686,7.610256410256412,0.8798302260217961
Agrin in postsynaptic differentiation,0.00011767932655050617,11.7103183562881,3.929299825632633
Aldosterone-regulated sodium reabsorption,0.0008994054434912475,10.281184194227672,3.0460444882701263
Alpha-4 beta-7 integrin signaling,1.9840791716381742e-06,66.93397745571659,5.702441001980451
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling,2.043086918049101e-08,20.967538208917517,7.68971315699646
Alpha-6 beta-4 integrin signaling pathway,6.982654863126057e-07,23.37298311444653,6.155979423624769
Alpha-9 beta-1 integrin pathway,0.0001245026003162631,18.240667545015373,3.9048215779561075
Alpha-M beta-2 integrin signaling,3.717610984386974e-06,16.872357723577235,5.42973605732185
Alpha-V beta-3 integrin/OPN pathway,0.00400157627888376,10.324933687002654,2.397768900078892
Alpha-synuclein signaling,0.0003225380806749346,13.833083458270863,3.4914190027321106
Alzheimer's disease,0.8215978285273494,0.5810087348548887,0.08534071724407422
Amine ligand-binding G-protein coupled receptors,0.35252158312286225,2.352267573696145,0.45281428819255004
Amoebiasis,0.004357519520421866,4.971642795347496,2.360760658700468
Androgen receptor proteolysis and transcription regulation,0.024510506040284787,5.067633637548892,1.6106477222756816
Androgen receptor regulation of biosynthesis and transcription,0.10245278586234327,3.816157526683843,0.9894762279099948
"Androgen receptor signaling, proteolysis, and transcription regulation",3.198034044987001e-06,10.075047132518396,5.495116917240413
Angiogenesis,3.553004096715145e-06,26.532958610117525,5.449404291756449
Angiopoietin receptor Tie2-mediated signaling,6.128943899184115e-11,25.80721393034826,10.212614353910784
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling,5.307125980867978e-09,25.5628078817734,8.275140602940354
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin,0.02770020458029133,4.821727667493796,1.5575170234350628
"Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",0.04508348323861128,2.4045658536585366,1.3459825368835296
Antigen-activated B-cell receptor generation of second messengers,4.142097202485654e-09,7.999585621050452,8.382779713745846
Antiviral mechanism by interferon-stimulated genes,0.03470877218227799,4.395008484162896,1.45956074916042
Apoptosis,3.6986693917851336e-05,4.873426724137931,4.431954486673321
Apoptosis intrinsic pathway,0.2689522565649525,3.295079365079365,0.570324807546495
Apoptosis modulation and signaling,0.5593671868374317,1.2326785714285715,0.25230301346218037
Apoptosis regulation,0.5503426177429674,1.2644078144078144,0.25936685474482796
Apoptotic cleavage of cellular proteins,0.013829082312022623,12.424043062200958,1.8592066384046468
Apoptotic execution  phase,0.00018936084596325717,10.487965210355988,3.7227098148785416
Apoptotic signaling in response to DNA damage,0.0011636947185481587,16.643429487179485,2.934160936730033
Arf6 integrin-mediated signaling pathway,0.08997253145472087,4.134968102073365,1.0458900600993357
Arf6 signal transduction regulation,6.100503970878861e-08,24.56389452332657,7.21463428585303
Arrhythmogenic right ventricular cardiomyopathy (ARVC),0.5364597178863323,1.3151746031746032,0.27046288312297284
Asparagine N-linked glycosylation,0.5811477030470013,1.1598879551820729,0.23571347438090817
Association of TriC/CCT with target proteins during biosynthesis,0.2615216927678138,3.4088669950738915,0.5824922813335401
Attenuation of GPCR signaling,0.006206098867546393,19.88421052631579,2.2071813100783397
Atypical NF-kappaB pathway,2.714105749723708e-05,28.67494824016563,4.5663732349272985
Aurora B signaling,0.0006818746548797368,11.139559849704776,3.1662954518789324
Autophagy regulation,0.005593467031213795,9.071678321678322,2.2523189173763645
Axon guidance,2.1181194160838937e-07,5.420413564929694,6.6740495587307445
Axonal growth stimulation,0.05879835403491427,19.794285714285717,1.230634831127252
Axonogenesis regulation by p75 neurotrophin receptor,0.09607250487889295,10.994708994708995,1.017400885878964
B cell survival pathway,0.0006128537494424964,21.402815934065934,3.212643152542202
B lymphocyte cell surface molecules,0.11415488298026073,8.994805194805195,0.9425055068103964
BAD activation and translocation to mitochondria,0.07762280373125871,14.137414965986393,1.1100106746206948
BAD phosphorylation mediated by IGF1R signaling,8.989650244173472e-05,20.06666666666667,4.046257204816307
BAD phosphorylation regulation,0.002721981626477509,11.97923076923077,2.5651148106339194
BARD1 signaling events,0.2615216927678138,3.4088669950738915,0.5824922813335401
BDNF signaling pathway,0.04943891232480906,2.347522865853658,1.3059310924606982
BMAL1-CLOCK/NPAS2 activates circadian expression,0.0584107341942329,5.3671278934436835,1.23350733485772
BMP receptor signaling,0.35252158312286225,2.352267573696145,0.45281428819255004
"BRCA1, BRCA2 and ATR roles in cancer susceptibility",0.20736022670563956,4.4950216450216445,0.683274540997799
BTG family proteins and cell cycle regulation,4.603415344355634e-06,50.19565217391304,5.336919839004787
Bacterial invasion of epithelial cells,1.434682546180192e-10,18.68918032786885,9.843244185128059
Basal cell carcinoma,0.43235445743076456,1.7951515151515152,0.3641600592335059
Basigin interactions,0.23104018618274688,3.955047619047619,0.6363124741359613
Beta-1 integrin cell surface interactions,0.14578325524382296,3.051012145748988,0.8362923564901612
Beta-3 integrin cell surface interactions,0.35904054795375756,2.2974529346622368,0.4448565019560531
Beta-alanine metabolism,0.20736022670563956,4.4950216450216445,0.683274540997799
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling,0.1662701545700176,5.818487394957983,0.7791856994803751
Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs),0.08689403031341879,12.369642857142857,1.0610100588907552
Bioactive peptide-induced signaling pathway,6.139042437585948e-05,13.6132248753608,4.211899364445782
Bladder cancer,0.0008994054434912475,10.281184194227672,3.0460444882701263
Bone mineralization regulation,0.11415488298026073,8.994805194805195,0.9425055068103964
C-Myb transcription factor network,0.055803474290710434,3.5981232622798887,1.2533387613077156
C-Myc pathway,0.23104018618274688,3.955047619047619,0.6363124741359613
CBL signaling regulation,2.331368631140793e-08,46.77523452157599,7.632389051313084
CBL-mediated ligand-induced downregulation of EGF receptors,3.025499331280699e-11,101.87254901960783,10.519202938722673
CCR3 signaling in eosinophils,0.0015268100578325278,14.977644230769231,2.816214987806788
CD28 co-stimulation,7.776606610523205e-10,34.09688013136289,9.109209869824635
CD28-dependent PI3K/Akt signaling,2.237634403647458e-06,29.65733866362079,5.650210869303947
CD28-dependent Vav1 pathway,0.11415488298026073,8.994805194805195,0.9425055068103964
CD40/CD40L signaling,0.2763084048726825,3.18863287250384,0.558605904318704
CD8/T cell receptor downstream pathway,0.032279855776334805,4.5286276223776225,1.4910684143366424
CDC42 activity regulation,0.2689522565649525,3.295079365079365,0.570324807546495
CDC42 signaling events,0.005693553127368484,5.97649433989473,2.2446166225304727
CDO in myogenesis,0.2615216927678138,3.4088669950738915,0.5824922813335401
COPII-mediated vesicle transport,0.09607250487889295,10.994708994708995,1.017400885878964
CREB transcription factor and its extracellular signals,3.553004096715145e-06,26.532958610117525,5.449404291756449
CRMPs in Sema3A signaling,2.127688229027612e-05,30.882199925678187,4.672092009052073
CTCF pathway,0.03200092321960178,7.641884431358116,1.4948374921990022
CTL mediated immune response against target cells,0.13187721709433686,7.610256410256412,0.8798302260217961
CTLA4 inhibitory signaling,0.0015268100578325278,14.977644230769231,2.816214987806788
CXCR4 signaling pathway,2.798131106647977e-15,18.129536082474228,14.553131940466136
Cadmium-induced DNA biosynthesis and proliferation in macrophages,0.013829082312022623,12.424043062200958,1.8592066384046468
Calcineurin in effects in keratinocyte differentiation,0.016949238781028064,11.042530568846358,1.7708498019224135
Calcineurin-dependent NFAT signaling role in lymphocytes,0.018764192265630673,5.642960812772134,1.726670125742217
Calcium regulation in the cardiac cell,0.19186093904639925,2.025313971742543,0.7170134342449078
Calcium signaling by HBx of hepatitis B virus,0.0005084578317097514,23.050295857988168,3.2937450588968837
Calcium signaling pathway,0.0022656744130077735,4.113058595531236,2.6448024999419735
Cap-dependent translation initiation,0.038524418383975224,4.208694474539545,1.4142639092490465
Capped intron-containing pre-mRNA processing,0.1644517975357503,2.19029270361991,0.783961375111756
Carbohydrate metabolism,0.6884850038297288,0.8405921563816302,0.16210551484776403
Caspase cascade in apoptosis,0.022501219933465957,5.245951417004048,1.6477939353992994
Caspase-mediated cleavage of cytoskeletal proteins,0.00728620391155583,18.07568508046977,2.1374986787674084
Cdc25 and Chk1 regulatory pathway in response to DNA damage,0.10515915097086782,9.894761904761905,0.9781529289383982
Cell adhesion molecules (CAMs),0.15241236075724388,2.274442160892543,0.8169798099585286
Cell cycle,0.00640215293852794,2.526027088036117,2.193673955376922
Cell cycle checkpoints,0.006833079191407569,4.441103187559069,2.1653835460280773
Cell cycle negative regulation by p75 neurotrophin receptor,0.06825789234579517,16.494444444444444,1.1658471259126781
Cell cycle progression regulation by PLK3,0.1829546094230473,5.205513784461153,0.737656644270971
Cell cycle: G1/S checkpoint,0.034148120061592326,7.358497253234095,1.4666332003089513
Cell cycle: G2/M checkpoint,0.03200092321960178,7.641884431358116,1.4948374921990022
Cell death signaling by NRIF in the nucleus,0.15780120611124027,6.182440476190476,0.8018896817003982
Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model,0.009784658400783443,7.298780487804878,2.009454331706992
Cell differentiation pathway,0.1911717961442931,4.945,0.7185761794364753
Cell junction organization,0.010647144007363132,4.940180115703464,1.9727668718667912
Cell surface interactions at the vascular wall,4.071227765176858e-08,12.118232367573894,7.390274600299927
Cell to cell adhesion signaling,2.714105749723708e-05,28.67494824016563,4.5663732349272985
Cell-cell communication,8.302104633329212e-08,9.553361344537816,7.080811797410024
Cell-extracellular matrix interactions,0.0006128537494424964,21.402815934065934,3.212643152542202
Cells and molecules involved in local acute inflammatory response,0.013829082312022623,12.424043062200958,1.8592066384046468
Ceramide signaling pathway,0.08997253145472087,4.134968102073365,1.0458900600993357
ChREBP regulation by carbohydrates and cAMP,0.0013375095180349244,15.766700404858298,2.87370311875321
Chagas disease,0.2846048081006028,1.9218655641752216,0.5457577672386574
Chemokine signaling pathway,8.233515914767266e-09,8.32320027688048,8.084414670703309
Chk1/Chk2(Cds1)-mediated inactivation of cyclin B-Cdk1 complex,0.05879835403491427,19.794285714285717,1.230634831127252
Chondroitin sulfate/dermatan sulfate metabolism,0.3906684086451852,2.0576388888888886,0.4081917065274246
Chromatin remodeling by hSWI/SNF ATP-dependent complexes,0.000729996287831548,19.975,3.1366793483430695
Chromosome maintenance,0.00401829670234727,5.0725703638325,2.395957999037536
Chronic myeloid leukemia,9.52174103133572e-06,10.61267193444542,5.021283634475802
Chylomicron-mediated lipid transport,0.013829082312022623,12.424043062200958,1.8592066384046468
Circadian rhythm,0.1320628242548391,3.25170601615813,0.8792194192758161
Class A GPCRs (rhodopsin-like),0.726654380601438,0.7798663324979114,0.13867210398034294
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase,0.0239841090626244,9.03305785123967,1.6200764096297073
Colorectal cancer,0.1320628242548391,3.25170601615813,0.8792194192758161
Control of gene expression by vitamin D receptor,7.951095811069867e-06,21.914309835373576,5.099573013242269
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding,0.24643431450638809,3.661728395061728,0.6082988193843315
Corticosteroids and cardioprotection,0.0008604752211580153,18.725661057692307,3.0652616314018313
Costimulation by the CD28 family,4.896982068763623e-08,14.427985767326732,7.310071486231173
Cyclin A-Cdk2-associated events at S phase entry,0.5221502855610567,1.3701719576719578,0.28220448014675403
Cyclin D-associated events in G1,0.32577919755916224,2.6003759398496236,0.4870766507632446
Cyclins and cell cycle regulation,0.21533310138577058,4.299378881987578,0.6668892045276783
Cystic fibrosis transmembrane conductance regulator (CFTR) and beta 2 adrenergic receptor (b2AR) pathway,0.11415488298026073,8.994805194805195,0.9425055068103964
Cytokine-cytokine receptor interaction,0.005611128089889267,3.136059877038225,2.2509498171819198
Cytoskeletal remodeling regulation and cell spreading by IPP complex components,8.033815505160968e-05,49.95913461538461,4.095078145968867
Cytosolic tRNA aminoacylation,0.2232261560962781,4.120039682539682,0.6512549191307628
DCC-mediated attractive signaling,0.00041619688419863675,24.972355769230766,3.3807011753987886
DNA repair,0.0007097448140700004,6.055317073170732,3.1488977720729903
DNA replication,0.15771818131309248,1.9498910675381265,0.8021182395257874
DNA replication pre-Initiation,0.01244915377624501,4.706791702188122,1.9048601684716675
DNA strand elongation,0.00400157627888376,10.324933687002654,2.397768900078892
DNA-PK pathway in nonhomologous end joining,0.0006128537494424964,21.402815934065934,3.212643152542202
Deadenylation of mRNA,0.0017320834228883566,14.263736263736263,2.761431194750784
Deadenylation-dependent mRNA decay,0.01385983894954082,6.365180032733224,1.8582418161695293
Deposition of new CENP-A-containing nucleosomes at the centromere,0.3718831495973858,2.1951322751322753,0.42959349951858733
Deregulation of CDK5 in Alzheimer's disease,0.10515915097086782,9.894761904761905,0.9781529289383982
Destabilization of mRNA by AUF1 (hnRNP D0),0.14578325524382296,3.051012145748988,0.8362923564901612
Destabilization of mRNA by KSRP,0.1662701545700176,5.818487394957983,0.7791856994803751
Destabilization of mRNA by butyrate response factor 1 (BRF1),0.1829546094230473,5.205513784461153,0.737656644270971
Developmental biology,1.0429915880990914e-08,5.323863117076419,7.98171919421669
Diabetes pathways,0.4046304662620804,1.4532085561497328,0.39294142054847386
Differentiation pathway in PC12 cells,0.0016702104048171634,6.283070388349515,2.777228815142736
Dilated cardiomyopathy,0.0035454829499119898,5.231846682847897,2.4503245987894986
Disease,0.0004945502299032504,2.6809372356093126,3.3057895919091633
Disinhibition of SNARE formation,0.001467653313599866,49.72488038277512,2.8333765205589847
Diurnally regulated genes with circadian orthologs,0.3906684086451852,2.0576388888888886,0.4081917065274246
Dorso-ventral axis formation,0.0019537974464726823,13.61472902097902,2.7091204623362515
Double-strand break repair,7.55059193842315e-05,21.123824052885837,4.122018999958407
Downregulation of ERBB2-ERBB3 signaling,0.0003354369163310594,27.243881118881117,3.4743891430519023
Downregulation of SMAD2/3-SMAD4 transcriptional activity,0.21533310138577058,4.299378881987578,0.6668892045276783
Downstream signaling events Of B cell receptor (BCR),0.000494030036086358,6.513296616837136,3.3062466459953517
Drug metabolism: other enzymes,0.4148483817447401,1.8989926739926741,0.3821105996806373
Dual incision reaction in GG-NER,0.0011636947185481587,16.643429487179485,2.934160936730033
Dual incision reaction in TC-NER,0.034148120061592326,7.358497253234095,1.4666332003089513
E-cadherin keratinocyte pathway,6.286765513197605e-05,22.29844337090714,4.201572737872097
E-cadherin nascent AJ-like junctions pathway,1.316857741516675e-07,21.582293523469996,6.880461138790161
E2F transcription factor network,0.17401420056116168,2.7156059513665856,0.7594153093397851
E2F-mediated regulation of DNA replication,0.29080041462787093,2.995093795093795,0.5364049785885568
E2F1 destruction pathway,0.11415488298026073,8.994805194805195,0.9425055068103964
ECM-receptor interaction,0.05424337783511207,3.6421787054409003,1.2656532739810855
EGF receptor (ErbB1) signaling pathway,6.547138972398296e-11,34.26072607260726,10.183948440458002
EGF receptor transactivation by GPCRs in cardiac hypertrophy,2.4804147248894642e-05,16.795307443365697,4.605475699144447
EGF/EGFR signaling pathway,7.560184292967307e-14,14.486103092783507,13.12146761766768
EGFR downregulation,0.03200092321960178,7.641884431358116,1.4948374921990022
EGFR interaction with phospholipase C-gamma,0.000618513902832345,11.458385093167701,3.2086505339402605
EGFR transactivation by gastrin,1.9840791716381742e-06,66.93397745571659,5.702441001980451
EGFR1 pathway,0.00016189444263222272,5.610735518940038,3.7907680590636983
EPO receptor signaling,1.2196973095638199e-06,20.95206055508831,5.913747934158469
ERBB signaling pathway,3.8988784625976956e-21,28.92006980802792,20.40906030260269
ERBB1 downstream pathway,1.2750767218036003e-07,10.612914807406266,6.894463682795915
ERBB1 internalization pathway,6.139042437585948e-05,13.6132248753608,4.211899364445782
ERBB2 role in signal transduction and oncology,2.378481823454946e-07,28.944947735191636,6.623700163143966
ERBB2/ERBB3 signaling events,3.0717932809571226e-07,18.73800309597523,6.512608013888041
ERBB4 signaling events,2.3709304753750583e-06,18.408869179600888,5.625081180987509
ERK1/ERK2 MAPK pathway,1.983916556830979e-08,16.205315268368942,7.702476598144516
ERK5 role in neuronal survival pathway,0.00016785318916553944,16.719001610305956,3.775070402858996
Effect of METS on macrophage differentiation,0.015354800793300809,11.692654095130877,1.8137558135375138
Endochondral ossification,0.004632963966611404,6.357181197760908,2.3341410775569758
Endocytosis,1.0056596192914106e-06,6.537635546151812,5.9975489879456445
Endometrial cancer,1.4840806839242006e-05,12.916658017644005,4.828542487446123
Endothelial NOS activation,0.07762280373125871,14.137414965986393,1.1100106746206948
Endothelins,3.975944476397051e-06,12.264790398918189,5.400559689104389
Energy metabolism,0.013123591209484912,6.503867056856187,1.88194730603896
Energy-dependent regulation of mTOR by LKB1-AMPK,0.000729996287831548,19.975,3.1366793483430695
Ephrin receptor A forward pathway,2.4804147248894642e-05,16.795307443365697,4.605475699144447
Ephrin receptor B forward pathway,4.887711812624131e-10,20.230221441810553,9.310894408714109
Epidermal growth factor receptor (EGFR) pathway,1.4167075752457986e-09,12.475778894472361,8.848719783883233
Epithelial cell signaling in Helicobacter pylori infection,0.0006512879289046037,7.859905946601942,3.1862269710485536
Estrogen receptor signaling pathway,0.01861087499813122,10.46084109796021,1.7302332078511333
Estrogen receptor transcription factor targets,0.2387759791032884,3.802747252747253,0.6220093654304916
Eukaryotic protein translation,2.714105749723708e-05,28.67494824016563,4.5663732349272985
Eukaryotic transcription initiation,0.35252158312286225,2.352267573696145,0.45281428819255004
Extension of telomeres,0.0030137658527297968,11.517936390532546,2.5208904921731903
FAS pathway and stress induction of heat shock protein regulation,0.0610893934808431,5.225635859984891,1.2140341866903936
FGF signaling pathway,1.1257337656414834e-08,17.43172053054362,7.948564307339188
FOXM1 transcription factor network,0.008606425752657748,7.673816568047338,2.065177173538571
FRS2-mediated activation,0.001004858903755501,17.62330316742082,2.9978949149820977
FRS2-mediated cascade,0.0610893934808431,5.225635859984891,1.2140341866903936
FSH regulation of apoptosis,0.2745903073857208,1.5257525083612042,0.5613147967539953
FSH signaling pathway,0.00016785318916553944,16.719001610305956,3.775070402858996
FYVE-finger proteins in vesicle transport,0.07762280373125871,14.137414965986393,1.1100106746206948
Factors involved in megakaryocyte development and platelet production,0.1337811567557319,2.4233114446529083,0.8736050531848554
Fas signaling pathway,2.6497977296541955e-06,8.611918201165912,5.576787276345358
Fas signaling pathway in cardiomyocytes,0.0027035126475499875,33.14673046251993,2.5680715943708345
Fas signaling pathway in hepatocytes,0.06825789234579517,16.494444444444444,1.1658471259126781
"Fatty acid, triacylglycerol, and ketone body metabolism",0.2549394182560027,1.7390350877192982,0.5935630095384375
Fc epsilon receptor I signaling in mast cells,6.139042437585948e-05,13.6132248753608,4.211899364445782
Fc epsilon receptor I signaling pathway,0.00015512296011940387,8.193144363876073,3.809323916466374
Fc gamma receptor-mediated phagocytosis,4.071227765176858e-08,12.118232367573894,7.390274600299927
Fibroblast growth factor 1,0.2387759791032884,3.802747252747253,0.6220093654304916
Fibroblast growth factor receptor pathway,9.834422647629551e-05,7.1712220241632005,4.007251131251367
Flap intermediate removal from the telomere lagging strand (C-strand),1.9560079118747055e-05,99.9326923076923,4.708629392863051
Fluoropyrimidine activity,0.29080041462787093,2.995093795093795,0.5364049785885568
Focal adhesion,2.442862349487713e-15,11.298143156633722,14.61210100398119
Folate metabolism,0.02661356784581397,4.901008827238336,1.57489689952298
FoxO family signaling,0.3968050592000927,2.0155490767735667,0.40142279929841296
G alpha (12/13) signaling events,0.5457615879686329,1.2808905380333953,0.26299703429512966
G alpha (s) signaling events,0.7209109796425033,0.7872,0.14211836001973008
G alpha (z) signaling events,0.07799083615698035,4.51174423662462,1.1079564234666848
G alpha 12 pathway,0.01385983894954082,6.365180032733224,1.8582418161695293
G alpha 13 pathway,0.0006090072591961599,7.985051625828324,3.2153775306675416
G alpha i pathway,1.4491686887840808e-05,8.072184558357314,4.838881058045725
G alpha q pathway,0.005693553127368484,5.97649433989473,2.2446166225304727
G alpha s pathway,0.343667979905004,1.6621768324554702,0.46386092988888994
G beta-gamma signaling through PI3K gamma,0.06825789234579517,16.494444444444444,1.1658471259126781
G-protein beta-gamma signalling,0.25401596430798784,3.53078231292517,0.5951389881320543
G-protein signaling pathways,0.251102086633717,2.1067901862974647,0.6001496783275245
G-protein-independent seven transmembrane receptor signaling,0.1829546094230473,5.205513784461153,0.737656644270971
G-protein-mediated events,0.36549418626172464,2.2451298701298703,0.4371195267622988
G1 to S cell cycle control,0.031100077883237497,4.598520710059171,1.5072385233777308
G2/M DNA damage checkpoint,0.09607250487889295,10.994708994708995,1.017400885878964
G2/M checkpoints,7.710752817434734e-05,12.913866069205874,4.112903218771725
GAB1 signalosome,5.519152830199449e-12,34.42620232172471,11.258127579771788
GM-CSF-mediated signaling events,0.006042494034797137,8.80444004524887,2.2187837696594044
GPCR ligand binding,0.7846213251450203,0.7204821832579186,0.10533989239951157
GRB2-SOS provides linkage to MAPK signaling for integrins,7.522690659127602e-07,38.79014189693802,6.123626796454915
GRB7 events in ERBB2 signaling,0.001467653313599866,49.72488038277512,2.8333765205589847
Gamma-aminobutyric acid receptor life cycle,0.00728620391155583,18.07568508046977,2.1374986787674084
Gamma-secretase-mediated ErbB4 signaling pathway,0.0027035126475499875,33.14673046251993,2.5680715943708345
Gap junction pathway,3.708093546834105e-05,8.457924836601306,4.4308493181194
Gap junction trafficking and regulation,0.2689522565649525,3.295079365079365,0.570324807546495
Gap-filling DNA repair biosynthesis and ligation in global genomic nucleotide excision repair,0.0006128537494424964,21.402815934065934,3.212643152542202
Gastric acid secretion,0.039841897955250616,4.150040064102564,1.3996599811956545
Gastrin pathway,0.010407204704069233,7.124656593406593,1.9826659030174687
Gastrin-CREB signaling pathway via PKC and MAPK,0.00504079999305079,3.5324264705882356,2.2975005339916446
Gene expression,0.06479145886428586,1.5911789243999486,1.1884822412373213
Gene expression regulation in pancreatic beta cells,0.01861087499813122,10.46084109796021,1.7302332078511333
Generation of second messenger molecules,0.31199861900410847,2.74510582010582,0.5058473282899629
Generic transcription pathway,0.8957873252044157,0.5195205130815433,0.04779508682627681
Glioma,1.0947064052184762e-09,18.41950959488273,8.960702340815022
Global genomic nucleotide excision repair (GG-NER),0.0047572344470228674,9.657878411910671,2.3226454450612093
GluR2-containing AMPA receptor trafficking,0.012373628309334726,13.252950558213715,1.9075029338655065
Glutamate binding and activation of AMPA receptors and synaptic plasticity,0.038604778853663646,6.850354726942748,1.4133589310455306
Glycogen metabolism,0.31199861900410847,2.74510582010582,0.5058473282899629
Glycoprotein 1b-IX-V activation signaling,0.0052060439591438,22.094630515683146,2.2834921690863723
Glycoprotein VI-mediated activation cascade,0.0047572344470228674,9.657878411910671,2.3226454450612093
Glycosaminoglycan metabolism,0.3068760955261808,1.8155480444229841,0.5130369401292876
GnRH signaling pathway,8.882260744873234e-06,8.67623938790483,5.051476481961995
Granule cell survival pathway,0.018371706319045385,4.165257648953301,1.7358505056140887
Growth hormone receptor signaling,4.5992542910847243e-10,26.419519094766617,9.33731257777934
HES/HEY pathway,0.013123591209484912,6.503867056856187,1.88194730603896
HIF-1 transcriptional activity in hypoxia,0.029943506561660487,4.670597956730769,1.5236973425632079
HIF-2-alpha transcription factor network,0.005165136171721862,9.355618990384615,2.286918224415835
HIV factor interactions with host,0.14067145571075781,2.3652701465201464,0.8517940183076201
HIV genome transcription,0.4658180897780077,1.6181108508977364,0.33178364989704795
HIV infection,0.14464815775897885,2.0198631648642684,0.8396870931615543
HIV life cycle,0.3363528566393663,1.6907536907536909,0.4732048795095118
HIV life cycle early phase,0.13187721709433686,7.610256410256412,0.8798302260217961
HIV-1 Nef as negative effector of Fas and TNF,0.02153177458472554,5.339886675824175,1.66692017544386
HIV-1 transcription initiation,0.3325661156124525,2.5335775335775335,0.4781220021164651
HNF3A pathway,8.604230748899027e-05,12.590412621359224,4.065287951186739
HNF3B pathway,0.01105223982022863,6.958631484794276,1.9565496999886114
Heart development,0.07508046240320854,4.6168910648714805,1.1244730613231542
Hedgehog signaling pathway,0.5123672780690279,1.4094557823129252,0.29041861391531854
Hematopoietic cell lineage,0.06061072059841304,3.4721042039355994,1.2174505526497141
Hemostasis pathway,2.3174149691958206e-09,5.297207722263651,8.634996192064383
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis,0.2689522565649525,3.295079365079365,0.570324807546495
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) degradation,0.1911717961442931,4.945,0.7185761794364753
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism,0.4148483817447401,1.8989926739926741,0.3821105996806373
Homologous DNA pairing and strand exchange,5.39587358661138e-05,59.95384615384615,4.267938233440499
Homologous recombination,0.0033240553014757942,11.090811965811964,2.478331759579264
