term,pvalue,odds_ratio,log_pval
Activation of kainate receptors upon glutamate binding,0.03728631824585162,6.985365853658537,1.4284504979594466
Activation of the AP-1 family of transcription factors,2.8667980105800312e-06,58.51090781140042,5.54260290558188
Acute myeloid leukemia,5.175976753191572e-09,19.243042671614102,8.286007682877086
Adaptive immune system,3.7051659296544707e-08,4.325556506849315,7.431192338097689
Adherens junction actin cytoskeletal organization,0.25724407997113713,3.4757281553398056,0.5896546109890537
Adherens junction cell adhesion,4.2039218970221166e-13,22.40630196208846,12.37634536115174
Adhesion and diapedesis of granulocytes,0.14662282396907042,6.724271844660194,0.8337984201977292
Adhesion and diapedesis of lymphocytes,0.00933076950290206,15.594746716697937,2.0300825387740216
Adipocytokine signaling pathway,0.004565704281532014,6.382081280788177,2.340492220979356
Adipogenesis,0.002153752980551765,4.819263059701493,2.6668041085288072
Adrenergic pathway,9.445739080102595e-06,7.281183932346724,5.0247640551214525
Adrenoceptors,0.09433137905416296,11.210355987055015,1.0253438164545743
Advanced glycosylation endproduct receptor signaling,0.008139138839488623,16.89512195121951,2.0894215431504537
Agrin in postsynaptic differentiation,7.414345350991916e-06,14.748400852878465,5.129927188938095
Aldosterone-regulated sodium reabsorption,3.8375133197434694e-06,16.74546187979024,5.415950104106014
Allograft rejection,0.31392163042915083,2.723169771713461,0.5031787586791449
Alpha-4 beta-7 integrin signaling,0.00010764004244948699,43.668067226890756,3.9680261396376184
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling,3.677932616553683e-07,18.158875,6.434396231739317
Alpha-6 beta-4 integrin signaling pathway,1.437736459261536e-05,19.03740374037404,4.842320713937636
Alpha-9 beta-1 integrin pathway,0.2271817603048409,4.032621359223302,0.6436265396729137
Alpha-M beta-2 integrin signaling,0.0007655365356055408,10.762250453720506,3.1160340775545667
Alpha-V beta-3 integrin/OPN pathway,6.682349342339712e-10,34.78894472361809,9.175070823896242
Alpha-synuclein signaling,7.567924602543133e-07,22.958540630182423,6.121023203358718
Alternative NF-kappaB pathway,0.06700205450091128,16.817961165048544,1.1739118802136672
Alzheimer's disease,0.006884690104629858,3.754823443756825,2.162115603537512
Amine ligand-binding G-protein coupled receptors,0.06709649013999916,4.938013087447948,1.1733001974569217
Amino acid and oligopeptide SLC transporters,0.39096768421699774,2.0550822270655833,0.40785913811881375
Amoebiasis,0.0006421756334577817,6.177014925373134,3.192346177211732
Amyotrophic lateral sclerosis (ALS),0.09922531085067118,3.8913696060037526,1.0033775318713434
Androgen receptor proteolysis and transcription regulation,0.1247430874067818,3.371219512195122,0.9039835113099347
Androgen receptor regulation of biosynthesis and transcription,0.016196654053573338,5.980968858131488,1.7905746938619844
"Androgen receptor signaling, proteolysis, and transcription regulation",2.373886369433305e-07,11.768749999999999,6.624540073211742
Angiogenesis,2.4525237647616597e-09,42.77411764705882,8.610386775648381
Angiopoietin receptor Tie2-mediated signaling,3.601833455134422e-17,41.824697754749565,16.443476372357214
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling,4.56655856961786e-09,26.081658291457288,8.34041096782036
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin,3.5043592906408975e-06,12.5125,5.455391373410511
"Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",0.10974482009807505,2.0257583527277028,0.9596159690895955
Antigen processing: cross presentation,0.5479604177412752,1.2728278235221826,0.26125081191236166
Antigen-activated B-cell receptor generation of second messengers,4.377357049228269e-21,15.914631972910353,20.358788027710546
Antiviral mechanism by interferon-stimulated genes,0.5056492391668718,1.4371012482662968,0.29615064189091894
Apoptosis,3.760486798395244e-11,8.706031746031748,10.424755931622231
Apoptosis intrinsic pathway,0.26457600536198,3.3597087378640773,0.5774495449232956
Apoptosis modulation and signaling,1.5322198604501595e-05,9.799527027027027,4.814678912686846
Apoptosis modulation by HSP70,0.1798032676389488,5.30761369443025,0.7452024199183122
Apoptosis regulation,0.18302428109417712,2.6247703515996204,0.7374912903477465
Apoptotic cleavage of cellular proteins,0.0006905503447859054,20.370588235294118,3.1608046535579435
Apoptotic execution  phase,0.0154064471362638,6.100882352941176,1.8122975019055534
Apoptotic signaling in response to DNA damage,0.18789577114699169,5.041990291262136,0.7260829941846972
Aquaporin-mediated transport,0.09008537069174385,4.1302140368342455,1.0453457300387008
Arf6 integrin-mediated signaling pathway,0.013169588727630412,6.491239048811013,1.8804277873851862
Arf6 signal transduction regulation,1.4157392117799004e-12,40.54470909800859,11.849016739100911
Arf6 vesicle-mediated transport,0.00048084627712253786,23.50678733031674,3.3179937420622956
Arginine and proline metabolism,0.4204699387447968,1.8643473570658036,0.3762650483891087
Arrhythmogenic right ventricular cardiomyopathy (ARVC),0.0009288159627920334,7.224236508157858,3.0320703293451463
Attenuation of GPCR signaling,0.11210683500664335,9.171226831421007,0.9503679082330622
Atypical NF-kappaB pathway,0.013335414315298676,12.66890243902439,1.8749934867567992
Aurora B signaling,0.32740511109940934,2.5832710978342046,0.4849145451288914
Autoimmune thyroid disease,0.4088436802553104,1.936239731142644,0.3884427110131555
Axon guidance,2.153218964270407e-16,9.812486187845305,15.66691180383233
Axonal growth stimulation,0.05771112388474198,20.182524271844663,1.2387404680204133
Axonogenesis regulation by p75 neurotrophin receptor,0.09433137905416296,11.210355987055015,1.0253438164545743
B cell survival pathway,0.011930429429686152,13.514146341463414,1.923343923841263
B lymphocyte cell surface molecules,0.11210683500664335,9.171226831421007,0.9503679082330622
BAD activation and translocation to mitochondria,0.07620181512199029,14.414701803051319,1.1180346836725295
BAD phosphorylation mediated by IGF1R signaling,3.2355433309764397e-06,27.06357477853048,5.490052779653255
BAD phosphorylation regulation,8.114394533501107e-09,34.62,8.090743880097689
BARD1 signaling events,0.25724407997113713,3.4757281553398056,0.5896546109890537
BDNF signaling pathway,1.2018692228672447e-05,5.056738461538462,4.9201427859747255
BMAL1-CLOCK/NPAS2 activates circadian expression,0.3206966625110689,2.6513796627491053,0.4939055597490413
BMP receptor signaling,0.06709649013999916,4.938013087447948,1.1733001974569217
BTG family proteins and cell cycle regulation,0.0059800607864769675,20.27609756097561,2.223294401446815
Bacterial invasion of epithelial cells,0.0007261094945246084,7.657011969853701,3.138997884420759
Basal cell carcinoma,0.017844319993422352,5.754716981132075,1.7484999973710444
Base excision repair,0.3001691788307718,2.8790568654646322,0.5226339028685755
Beta-1 integrin cell surface interactions,0.02851800962169252,4.763097426470589,1.5448807887949387
Beta-3 integrin cell surface interactions,7.044024574265602e-05,13.172124904798173,4.152179137592704
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling,0.013335414315298676,12.66890243902439,1.8749934867567992
Beta-catenin phosphorylation cascade,0.16337672711675139,5.932609937178755,0.7868098082970303
Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs),0.08531129607996224,12.612257281553399,1.0689934600354087
Bioactive peptide-induced signaling pathway,3.329233606382538e-06,17.21144278606965,5.4776557301051625
Bladder cancer,3.114168571012009e-10,27.75267379679144,9.50665788262247
Bone remodeling,3.164979791586005e-05,27.29458128078818,4.499629058610513
Bystander B cell activation,0.08531129607996224,12.612257281553399,1.0689934600354087
C-Myb transcription factor network,2.1378824617404835e-06,10.676459219172786,5.670016175469956
C-Myc pathway,0.026906925653485875,8.442682926829269,1.5701359212626682
CARM1 and regulation of the estrogen receptor,0.2348089833246225,3.877333831217326,0.6292852918635983
CARM1 transcriptional regulation by protein methylation,0.13812108773659357,7.204923717059638,0.859740010136222
CBL signaling regulation,0.0008140941973240391,19.096507352941178,3.0893253407973162
CBL-mediated ligand-induced downregulation of EGF receptors,8.496182824273008e-06,40.95172413793103,5.070776150839037
CCR3 signaling in eosinophils,0.001445330146353347,15.274264705882354,2.840032938815726
CD28 co-stimulation,0.0037928215035731975,10.529411764705882,2.421037595429896
CD28-dependent PI3K/Akt signaling,0.01962192192519719,10.133170731707319,1.7072584566589855
CD28-dependent Vav1 pathway,0.0059800607864769675,20.27609756097561,2.223294401446815
CD40/CD40L signaling,0.0037928215035731975,10.529411764705882,2.421037595429896
CD40L signaling pathway,0.011930429429686152,13.514146341463414,1.923343923841263
CD8/T cell receptor downstream pathway,2.5086036903518125e-08,15.706818181818182,7.600567943184394
CDC42 activity regulation,0.26457600536198,3.3597087378640773,0.5774495449232956
CDC42 signaling events,7.169244610133395e-05,9.519173363949484,4.144526601505604
CDK regulation of DNA replication,0.1716305169121396,5.602750809061488,0.7654054895163487
CDO in myogenesis,0.25724407997113713,3.4757281553398056,0.5896546109890537
CREB phosphorylation,0.07620181512199029,14.414701803051319,1.1180346836725295
CREB transcription factor and its extracellular signals,0.001639880255060271,14.546218487394958,2.785187863211579
CRMPs in Sema3A signaling,0.011930429429686152,13.514146341463414,1.923343923841263
CTCF pathway,0.0025785349241538085,12.216470588235293,2.5886269820526633
CTL mediated immune response against target cells,0.12953506652101412,7.759522031366692,0.8876126475283884
CTLA4 inhibitory signaling,0.20384316548076056,4.5831862312444835,0.6907038451328491
CXCR4 signaling pathway,1.4312415316169288e-10,13.330541237113403,9.844287069946024
Cadmium-induced DNA biosynthesis and proliferation in macrophages,1.4349004073909805e-08,51.694029850746276,7.8431782411052655
Calcineurin in effects in keratinocyte differentiation,0.0009508300728066499,17.972318339100347,3.021897090882179
Calcineurin-dependent NFAT signaling role in lymphocytes,3.74555077182728e-09,20.06382978723404,8.426484311588572
Calcium regulation in the cardiac cell,2.4590866195672746e-06,7.488397389412617,5.609226173279362
Calcium signaling by HBx of hepatitis B virus,1.521027807606976e-05,34.1231527093596,4.8178628460522805
Calcium signaling pathway,1.7098951190646368e-06,6.890032798833819,5.767030527390535
Calcium/calmodulin-dependent protein kinase activation,0.09433137905416296,11.210355987055015,1.0253438164545743
Carbohydrate metabolism,0.00909935632509907,3.1429694323144104,2.040989327936561
Caspase cascade in apoptosis,0.02140978106583396,5.34984520123839,1.6693877737324818
Cell adhesion molecules (CAMs),5.609683133379199e-05,6.5939219909069156,4.251061669458889
Cell cycle,0.005566882487494916,2.5780854102363295,2.2543879462107843
Cell cycle checkpoints,0.6903145586964299,0.8578541199900424,0.16095296726814878
Cell cycle negative regulation by p75 neurotrophin receptor,0.06700205450091128,16.817961165048544,1.1739118802136672
Cell cycle progression regulation by PLK3,0.1798032676389488,5.30761369443025,0.7452024199183122
Cell cycle: G1/S checkpoint,0.002855343104681965,11.746040723981901,2.5443416984454075
Cell death signaling by NRIF in the nucleus,0.1550410986277819,6.303701456310679,0.8095531628533404
Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model,7.044024574265602e-05,13.172124904798173,4.152179137592704
Cell differentiation pathway,0.017953197478093284,10.667008985879331,1.745858192020201
Cell junction organization,0.20445268292474886,2.4343226564795772,0.6894071860547725
Cell surface interactions at the vascular wall,1.6314101937699795e-10,15.35495829471733,9.787436828357029
Cell to cell adhesion signaling,0.013335414315298676,12.66890243902439,1.8749934867567992
Cell-cell communication,6.643231566692135e-07,8.744923857868018,6.177620608858498
Cell-extracellular matrix interactions,0.1550410986277819,6.303701456310679,0.8095531628533404
Cells and molecules involved in local acute inflammatory response,0.013335414315298676,12.66890243902439,1.8749934867567992
Ceramide signaling pathway,2.9298876694257248e-08,19.862167982770995,7.533149029981636
ChREBP regulation by carbohydrates and cAMP,0.19590881158612478,4.801664355062414,0.707946029869643
Chagas disease,3.5798129044e-11,15.078047960555805,10.446139670761148
Chemokine signaling pathway,5.470613914162533e-08,7.8049973789970295,7.261963934256602
Chondroitin sulfate biosynthesis,0.18789577114699169,5.041990291262136,0.7260829941846972
Chondroitin sulfate/dermatan sulfate degradation,0.12953506652101412,7.759522031366692,0.8876126475283884
Chondroitin sulfate/dermatan sulfate metabolism,0.0013733603733217551,9.085057471264367,2.8622154878111723
Chronic myeloid leukemia,6.718161959056762e-07,12.62494289629968,6.172749530551395
Circadian rhythm,0.12803561951661965,3.3157936825269894,0.8926691927933187
Ck1/Cdk5 regulation by type 1 glutamate receptors,0.0020762790538787854,13.28005115089514,2.682714277309507
Class A GPCRs (rhodopsin-like),0.10709632439738512,2.042228319217464,0.9702254341291698
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase,3.2355433309764397e-06,27.06357477853048,5.490052779653255
Colorectal cancer,5.649639521240331e-10,19.863997701369602,9.247979261725796
Control of gene expression by vitamin D receptor,0.24236129059834613,3.733549083063646,0.615536743507379
Corticosteroids and cardioprotection,3.164979791586005e-05,27.29458128078818,4.499629058610513
Corticotropin releasing hormone pathway,0.0020762790538787854,13.28005115089514,2.682714277309507
Costimulation by the CD28 family,0.005874330555353722,5.918183765260228,2.2310416188743503
Cross-presentation of particulate exogenous antigens (phagosomes),0.08531129607996224,12.612257281553399,1.0689934600354087
Cyclin A-Cdk2-associated events at S phase entry,0.1619658412762598,2.8474063895568533,0.7905765688491597
Cyclin D-associated events in G1,0.3206966625110689,2.6513796627491053,0.4939055597490413
Cyclins and cell cycle regulation,0.21169960180366107,4.383706205149852,0.6742799588659699
Cystic fibrosis transmembrane conductance regulator (CFTR) and beta 2 adrenergic receptor (b2AR) pathway,0.0059800607864769675,20.27609756097561,2.223294401446815
Cytokine-cytokine receptor interaction,2.5496802194088415e-06,5.440283607024979,5.593514285313059
Cytoplasmic ribosomal proteins,0.6612724034622913,0.9297464940668824,0.1796196011038596
Cytoskeletal remodeling regulation and cell spreading by IPP complex components,0.08531129607996224,12.612257281553399,1.0689934600354087
Cytosolic DNA-sensing pathway,0.10861154661619028,3.678580931263858,0.9641240019559097
Cytosolic sensors of pathogen-associated DNA,0.19590881158612478,4.801664355062414,0.707946029869643
D4-GDI signaling pathway,0.00025099488255813507,30.563235294117646,3.6003351330983238
DARPP-32 events,0.0020762790538787854,13.28005115089514,2.682714277309507
DCC role in regulating apoptosis,0.10326293715496283,10.088834951456311,0.9860555262764817
DCC-mediated attractive signaling,0.0003935395273013253,25.46691176470588,3.405011640365359
Degradation of beta-catenin by the destruction complex,0.16544475872320355,2.8077235772357723,0.7813469867008418
Delta Np63 pathway,0.011789015084779876,6.780392156862745,1.9285224765938578
Deregulation of CDK5 in Alzheimer's disease,0.10326293715496283,10.088834951456311,0.9860555262764817
Dermatan sulfate biosynthesis,0.10326293715496283,10.088834951456311,0.9860555262764817
Destabilization of mRNA by AUF1 (hnRNP D0),0.4856007001543322,1.5244924977934688,0.31372069575293116
Destabilization of mRNA by butyrate response factor 1 (BRF1),0.1798032676389488,5.30761369443025,0.7452024199183122
Developmental biology,9.439373279727906e-14,7.417973284845094,13.025056839408636
Diabetes pathways,0.7462829009151477,0.7319112748919283,0.12709650896686214
Differentiation pathway in PC12 cells,0.0001953049856847798,7.826941243151332,3.7092866700365126
Dilated cardiomyopathy,0.0004968570764973513,6.50369206598586,3.303768520351546
Disease,1.416402300621752e-08,4.25676246830093,7.848813376501246
Dopamine receptors,0.05771112388474198,20.182524271844663,1.2387404680204133
Dorso-ventral axis formation,4.012121322061484e-06,25.709158415841582,5.396625942873656
Double stranded RNA-induced gene expression,0.12953506652101412,7.759522031366692,0.8876126475283884
Down syndrome cell adhesion molecule (DSCAM) interactions,0.11210683500664335,9.171226831421007,0.9503679082330622
Downregulation of ERBB2-ERBB3 signaling,0.12953506652101412,7.759522031366692,0.8876126475283884
Downregulation of SMAD2/3-SMAD4 transcriptional activity,0.001639880255060271,14.546218487394958,2.785187863211579
Downstream signaling events Of B cell receptor (BCR),5.649414152786202e-05,7.87538043478261,4.247996586411359
E-cadherin keratinocyte pathway,0.01962192192519719,10.133170731707319,1.7072584566589855
E-cadherin nascent AJ-like junctions pathway,4.406584713697897e-05,14.68033946251768,4.355897876435338
E2F transcription factor network,0.16893678475553764,2.769127965252255,0.7722757756690353
ECM-receptor interaction,1.9553980927694704e-06,10.815636624681852,5.708764812747458
EGF receptor (ErbB1) signaling pathway,5.3510452296371375e-08,25.060000000000002,7.27156137814202
EGF receptor transactivation by GPCRs in cardiac hypertrophy,1.4578263875352116e-09,30.919039642657733,8.836294193044722
EGF/EGFR signaling pathway,1.1029574086032766e-11,12.712844488188976,10.95744125779164
EGFR downregulation,0.030896686934087904,7.792495309568481,1.5100880876750074
EGFR interaction with phospholipase C-gamma,2.1222031591299894e-06,18.778833107191318,5.673213043306599
EGFR transactivation by gastrin,0.09433137905416296,11.210355987055015,1.0253438164545743
EGFR1 pathway,3.5994100646727444e-07,8.161864041391205,6.443768673302693
EPO receptor signaling,4.3467033071348294e-08,25.95625,7.361840002429727
ERBB signaling pathway,2.668488753887824e-14,20.2275390625,13.5737346231526
ERBB1 downstream pathway,2.8572533721263173e-12,16.145746281129867,11.544051246058535
ERBB1 internalization pathway,0.008168800412041021,7.82579185520362,2.0878417149096657
ERBB2 role in signal transduction and oncology,5.999360098166367e-06,23.36971197119712,5.221895069725645
ERBB2/ERBB3 signaling events,5.04366463461322e-06,15.885189437428243,5.297253798423106
ERBB4 signaling events,3.8867155274159584e-05,15.112842166569598,4.41041724465162
ERK activation,0.0014131258024276312,50.70487804878049,2.8498191737012464
ERK inactivation,6.1158847563469205e-06,45.50410509031199,5.2135407067381605
ERK1/ERK2 MAPK pathway,1.885970627205279e-12,23.634188034188035,11.724465075406751
ERK5 role in neuronal survival pathway,2.6821544993445803e-07,28.1831750339213,6.571516209228546
Effect of METS on macrophage differentiation,9.214010577854532e-07,36.737977369165485,6.035551293504956
Endochondral ossification,4.3052146215179745e-06,12.09425,5.36600519342807
Endocytosis,1.4108546582258758e-08,7.950336236357622,7.850517723582045
"Endocytotic role of NDK, phosphins and dynamin",0.16337672711675139,5.932609937178755,0.7868098082970303
Endogenous Toll-like receptor signaling,3.3779326970626227e-09,40.395833333333336,8.471349007691447
Endometrial cancer,9.38956520672756e-11,24.4953370322276,10.027354517711617
Endothelins,3.5043592906408975e-06,12.5125,5.455391373410511
Energy metabolism,0.0013733603733217551,9.085057471264367,2.8622154878111723
Energy-dependent regulation of mTOR by LKB1-AMPK,0.16337672711675139,5.932609937178755,0.7868098082970303
Ephrin receptor A forward pathway,4.1740252570887966e-11,36.30594405594405,10.379444927340257
Ephrin receptor B forward pathway,8.216747061228495e-09,18.130244755244753,8.085300081847537
Epidermal growth factor receptor (EGFR) pathway,1.4396385550850282e-08,11.497878359264497,7.841746530985186
Epithelial cell signaling in Helicobacter pylori infection,0.0005973020782224104,8.017094678217822,3.223805974188212
Epstein-Barr virus LMP1 signaling,7.010541172588568e-05,21.544205340938554,4.154248455756973
Erythrocyte differentiation pathway,0.01059504424944198,14.480139372822299,1.9748972251496615
Erythropoietin-mediated neuroprotection through NF-kB,0.11210683500664335,9.171226831421007,0.9503679082330622
Estrogen receptor signaling pathway,1.5867707193921872e-06,32.14263613861386,5.799485822140241
FAS pathway and stress induction of heat shock protein regulation,0.05906716756578286,5.328626444159178,1.2286538542656997
FGF signaling pathway,1.0070142629485506e-15,31.35038860103627,14.99696437822892
FGFR ligand binding and activation,2.4525237647616597e-09,42.77411764705882,8.610386775648381
FGFR1b ligand binding and activation,1.8471465403633214e-05,101.91176470588235,4.733498649147389
FGFR2b ligand binding and activation,3.20898391813754e-05,76.43014705882352,4.493632459371192
FGFR3 ligand binding and activation,6.1158847563469205e-06,45.50410509031199,5.2135407067381605
FGFR3b ligand binding and activation,0.002603730153358303,33.8,2.5844040273926656
FGFR4 ligand binding and activation,0.00031713089157646125,27.783422459893043,3.49876145148364
FOSB gene expression and drug abuse,0.05771112388474198,20.182524271844663,1.2387404680204133
FOXM1 transcription factor network,0.008168800412041021,7.82579185520362,2.0878417149096657
FRA pathway,1.8105037234227327e-06,19.36660447761194,5.742200577690226
FRS2-mediated activation,3.925756958924399e-05,25.58743842364532,4.406076590794406
FRS2-mediated cascade,4.562245762603934e-12,35.13197969543147,11.34082132351621
FSH regulation of apoptosis,6.577052653007338e-05,4.5563442768411715,4.181968681355126
FSH signaling pathway,7.245261108651564e-06,22.35256134309083,5.13994595857056
FYVE-finger proteins in vesicle transport,0.002603730153358303,33.8,2.5844040273926656
Factors involved in megakaryocyte development and platelet production,0.03624105894792724,3.338609383832674,1.4407991209145847
Fas signaling pathway,1.28322623364819e-10,13.460614553097788,9.891696770465623
Fas signaling pathway in cardiomyocytes,0.07620181512199029,14.414701803051319,1.1180346836725295
Fas signaling pathway in hepatocytes,0.06700205450091128,16.817961165048544,1.1739118802136672
"Fatty acid, triacylglycerol, and ketone body metabolism",0.8228621178152631,0.5785958808013918,0.0846729308736324
Fc epsilon receptor I signaling in mast cells,6.891202241406751e-09,24.545078332840674,8.161705004324448
Fc epsilon receptor I signaling pathway,1.4114867715188838e-05,9.934246575342465,4.85032318771421
Fc gamma receptor-mediated phagocytosis,4.3348141420465716e-05,8.234943181818181,4.363029518444741
Fibroblast growth factor 1,0.0023189739405441536,12.726102941176471,2.634704131716245
Fibroblast growth factor receptor pathway,1.4256757274578753e-13,17.77300824175824,12.845979244323184
Focal adhesion,5.541914005934779e-20,14.216160220994475,19.256340217463524
Folate metabolism,0.025336358180876595,4.9980713596914175,1.5962558099582682
FoxO family signaling,0.013169588727630412,6.491239048811013,1.8804277873851862
Free radical-induced apoptosis,0.10326293715496283,10.088834951456311,0.9860555262764817
Fructose and mannose metabolism,0.2931904246163953,2.9638777841233583,0.5328502175376227
G alpha (12/13) signaling events,0.17948564208304071,2.659435173299101,0.7459702869937775
G alpha (i) signaling events,0.5887959327712707,1.0147819660014783,0.2300351986384491
G alpha (s) signaling events,0.35317688123187874,1.6261998426435877,0.45200773284654816
G alpha (z) signaling events,0.07546301276121795,4.6006651884700664,1.1222658601547248
G alpha 12 pathway,2.9298876694257248e-08,19.862167982770995,7.533149029981636
G alpha 13 pathway,4.759483320366005e-06,11.895409836065575,5.322440190828505
G alpha i pathway,1.3436628478491522e-06,9.40590909090909,5.87170969087105
G alpha q pathway,0.005324339846974646,6.095434159252997,2.2737342317557196
G alpha s pathway,0.00019969567733627217,6.348815789473684,3.6996313358770307
G beta-gamma signaling through PI3K gamma,0.06700205450091128,16.817961165048544,1.1739118802136672
G-protein beta-gamma signalling,0.2498394144227854,3.6000346740638,0.602339046682321
G-protein signaling pathways,0.00037852495644730946,6.866666666666667,3.4219054818440857
G-protein-independent seven transmembrane receptor signaling,3.925756958924399e-05,25.58743842364532,4.406076590794406
G-protein-mediated events,0.0009958454766186438,9.973326925387482,3.0018080449680054
G1 to S cell cycle control,0.14478935493102213,3.063858093126386,0.8392633667622134
G13 signaling pathway,0.32740511109940934,2.5832710978342046,0.4849145451288914
GAB1 signalosome,2.4763122344239155e-06,18.225636523266026,5.606194596672072
GATA3-mediated activation of Th2 cytokine expression,0.0011012815371126941,16.973039215686274,2.9581016416237946
GM-CSF-mediated signaling events,1.5371966904322938e-06,19.99229658160809,5.8132705592379645
GPCR ligand binding,0.5794852565664113,0.9869645731714698,0.23695760900720936
GRB2-SOS provides linkage to MAPK signaling for integrins,2.518066173521277e-05,29.245601688951442,4.598932861036133
GRB7 events in ERBB2 signaling,0.05771112388474198,20.182524271844663,1.2387404680204133
Gamma-secretase-mediated ErbB4 signaling pathway,0.07620181512199029,14.414701803051319,1.1180346836725295
Gap junction pathway,3.282340566457379e-05,8.62875,4.483816359766858
Gastric acid secretion,0.0008746214806789256,7.327793493635077,3.0581798605999375
Gastrin pathway,1.2270345552420235e-08,22.55167730544615,7.911143206678361
Gastrin-CREB signaling pathway via PKC and MAPK,0.0010666414534842641,4.16029898234893,2.971981542095448
Gene expression,0.24898543067648957,1.2755244755244755,0.6038260647995428
Gene expression regulation in early pancreatic precursor cells,0.08531129607996224,12.612257281553399,1.0689934600354087
Gene expression regulation in pancreatic beta cells,0.017953197478093284,10.667008985879331,1.745858192020201
Generation of second messenger molecules,0.05140275642316432,5.786202090592334,1.289013591758171
Generic transcription pathway,0.012975837962891208,2.5158906134515893,1.8868645863959892
Ghrelin pathway,0.2271817603048409,4.032621359223302,0.6436265396729137
Glioma,9.090086231326235e-10,18.79713560551124,9.041431996908779
Glucagon signaling in metabolic regulation,0.044132317846072876,6.329573170731708,1.35524326264289
Gluconeogenesis,0.0037928215035731975,10.529411764705882,2.421037595429896
Glucose metabolism,0.023327921336680768,5.1679960119641075,1.6321239578298437
Glutamate binding and activation of AMPA receptors and synaptic plasticity,0.003462145004239394,10.905987394957982,2.460654746621737
Glutamate neurotransmitter release cycle,0.1550410986277819,6.303701456310679,0.8095531628533404
Glycogen metabolism,0.05140275642316432,5.786202090592334,1.289013591758171
Glycolysis,0.24236129059834613,3.733549083063646,0.615536743507379
Glycoprotein VI-mediated activation cascade,0.0003373050553248596,13.637438423645321,3.471977149818097
Glycosaminoglycan metabolism,0.02425973826164123,3.80940104046775,1.6151138890480985
GnRH signaling pathway,6.746339907375308e-08,11.421871551533878,7.170931781116199
Graft-versus-host disease,0.34062485634540973,2.45702107506512,0.4677236635379143
Granule cell survival pathway,6.024473502866288e-05,7.790322580645162,4.220080901415507
Growth hormone receptor signaling,1.2904964848266984e-11,30.99283368169603,10.88924317408985
HES/HEY pathway,0.012468296913788023,6.632672634271099,1.904192864200429
HIF-1 degradation in normoxia,0.0018825823684256449,6.102369165487977,2.725246013071399
HIF-1 transcriptional activity in hypoxia,0.00432998281453444,6.4836969270466795,2.3635138273343186
HIF-2-alpha transcription factor network,0.000377908639393755,13.196885428253616,3.4226131795353627
HIV factor interactions with host,0.13505197022445256,2.412114845938375,0.8694990756648576
HIV infection,0.3181914106277876,1.5296345811051695,0.49731154803105626
HIV-1 Nef as negative effector of Fas and TNF,0.0027328446628904707,7.429646215853111,2.5633850532567597
