"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TIMELESS;S1149;","TIMELESS;S1149;",0.763323177735913,1.39438725116612e-16,2.14830725245703,0.0372057715318503,0.811485591783786,-3.70812346514447
"TOM1L1;S323;","TOM1L1;S323;",-0.989426654663574,-1.09143018696874e-16,-2.1398585034092,0.0379220994656877,0.811485591783786,-3.7228543120062
"P3H3;S694;","P3H3;S694;",-0.883084966216563,-3.11919802156592e-16,-2.12657681779507,0.0390727172803109,0.811485591783786,-3.74591891768399
"DNMT3A;S105;","DNMT3A;S105;",-0.892207132624564,-1.57033777515805e-16,-2.12023826574908,0.0396325666648879,0.811485591783786,-3.75688619397835
"SRRM1;S605;","SRRM1;S605;",0.861308808173928,1.43403807347416e-16,2.11448078921644,0.0401471819093031,0.811485591783786,-3.76682556040981
"CCDC93;S305;","CCDC93;S305;",0.70962437667924,2.29066104708747e-16,2.09306810539262,0.0421128650504178,0.815218281073089,-3.80360247296076
"LMNA;S458;","LMNA;S458;",-0.621001946092282,2.4352213367522e-16,-2.08549654473218,0.0428278207033826,0.815218281073089,-3.81653541488694
"KDM3A;S445;","KDM3A;S445;",-0.823772570431396,-1.196959198424e-16,-2.08038595123833,0.0433163738147392,0.815218281073089,-3.82524361791528
"PKP3;S238;","PKP3;S238;",0.616733973423691,9.51619735392991e-17,2.07161469110935,0.0441662276980527,0.815218281073089,-3.84014954989815
"VCL;S290;","VCL;S290;",-0.845630296815486,-8.59101150007562e-18,-2.06696642485183,0.0446224743324217,0.815218281073089,-3.84802837675867
"LARP1;S90;","LARP1;S90;",0.964363546694405,-8.91730472531887e-17,2.03869060988876,0.0474873936815846,0.842135778970134,-3.89564921387605
"GAS2L1;S352;","GAS2L1;S352;",1.05683121962706,1.01440020404739e-16,2.02809557569623,0.0486013738164857,0.842135778970134,-3.91335656356463
"DLG3;S368;","DLG3;S368;",-0.757111449329737,-6.93889390390723e-18,-2.00843970266749,0.0507282089146036,0.842135778970134,-3.94600916546382
"BAZ2A;S1397;","BAZ2A;S1397;",-0.973140221819317,3.94773499604436e-16,-2.00082747672653,0.0515732834652172,0.842135778970134,-3.95858530443287
"ATP2A2;S663;","ATP2A2;S663;",-0.638383205666694,-3.56857400772372e-16,-1.99962484899266,0.0517079021824251,0.842135778970134,-3.96056860829059
"CANX;S554;","CANX;S554;",-0.963760885031206,8.63231443997983e-18,-1.99486769149546,0.0522433890079796,0.842135778970134,-3.96840431738383
"HMGN1;S89;","HMGN1;S89;",0.655013653146872,3.55618312575245e-16,1.99308266128312,0.0524455537659929,0.842135778970134,-3.97134058989181
"GRAMD3;S72;","GRAMD3;S72;",-0.468751260474143,-2.94076932117973e-17,-1.97030635532605,0.0550850466187718,0.842135778970134,-4.00861778319793
"PLCG1;S525;","PLCG1;S525;",0.933415386063524,3.51467367114872e-16,1.96993446598047,0.055129077605384,0.842135778970134,-4.00922353323999
"MCM2;S139;","MCM2;S139;",0.943742246587432,2.50461027579128e-16,1.94503003402003,0.0581475606128402,0.842135778970134,-4.04957529206909
"ZBTB21;S714;","ZBTB21;S714;",0.827424315392094,5.82371452649357e-18,1.94406584616001,0.0582672246249578,0.842135778970134,-4.05112904180293
"SUZ12;S546;","SUZ12;S546;",0.937124914071173,6.87280920006049e-17,1.94250281547586,0.0584616596459116,0.842135778970134,-4.05364645441714
"SRRM1;S696;","SRRM1;S696;",-0.721431925973048,5.05547984427527e-17,-1.93893006991973,0.0589081892269188,0.842135778970134,-4.05939444199057
"DCP1A;T401;","DCP1A;T401;",0.654718215441535,-2.98042014348777e-16,1.93852107862968,0.058959492159289,0.842135778970134,-4.06005188845302
"KMT2D;S2274;","KMT2D;S2274;",-0.971988412827323,1.92471699953617e-17,-1.93277483779328,0.0596843521164837,0.842135778970134,-4.06927677538519
"KIAA1549L;S1333;","KIAA1549L;S1333;",-0.911363218455639,-3.63465871157045e-17,-1.92584097101167,0.0605691905978391,0.842135778970134,-4.08037814255768
"SIK2;S534;","SIK2;S534;",0.711320695260398,-2.5450871568974e-16,1.92121574758451,0.0611656513146729,0.842135778970134,-4.08776495073652
"LPIN1;T454;","LPIN1;T454;",0.832357908662427,-2.80157841370254e-16,1.90565851893574,0.0632089343225422,0.857835537234502,-4.11250295609608
"LUZP1;S659;","LUZP1;S659;",-0.928402411747225,-1.7248107703998e-16,-1.871280297134,0.0679318073962797,0.89802662214156,-4.16657524299251
"PCF11;T1530;","PCF11;T1530;",-0.700666662223383,4.77875014691706e-17,-1.87036910766336,0.0680609650465183,0.89802662214156,-4.16799724894766
"TSC22D4;T229;","TSC22D4;T229;",-0.686222986467969,-2.55913015646483e-16,-1.85841194469298,0.0697752857912809,0.900635029035545,-4.18660394695449
"PHLDB1;S324;","PHLDB1;S324;",-0.747435345596479,-2.90772696925636e-17,-1.85529818788266,0.0702276807064384,0.900635029035545,-4.19143290294825
"FOXM1;S481;","FOXM1;S481;",-0.747104066163282,4.53671491907839e-16,-1.84539745502594,0.0716827196511746,0.900635029035545,-4.20674226884016
"PRRC2B;S613;","PRRC2B;S613;",-0.799264745323191,3.00406607658293e-16,-1.83509505010847,0.0732238264300572,0.900635029035545,-4.2225996561287
"KAT6A;S448;","KAT6A;S448;",-0.644012701067734,4.9596570236975e-16,-1.83148946793572,0.0737697555279671,0.900635029035545,-4.22813169664212
"SRSF2;S191;","SRSF2;S191;",0.599493687268322,-1.96932417463272e-16,1.83032452492625,0.0739468760681816,0.900635029035545,-4.22991710906506
"PPIG;T358;","PPIG;T358;",-0.530611782120739,2.00649682054651e-16,-1.81939381639367,0.0756263834438212,0.906993737479331,-4.2466230514322
"RNF20;S525;","RNF20;S525;",0.904682428860669,-1.41235403002445e-16,1.78022547564928,0.081911172312745,0.906993737479331,-4.3057902298721
"SNX17;S336;","SNX17;S336;",-0.935544278206501,-1.2019155512125e-17,-1.76286015981266,0.0848346484602466,0.906993737479331,-4.33167183471352
"ZSWIM8;S53;","ZSWIM8;S53;",-0.622495736232867,1.07305037871137e-16,-1.7615113504748,0.0850653309469299,0.906993737479331,-4.33367307489391
"BOP1;T106;","BOP1;T106;",-0.92960398242485,2.06184276001815e-16,-1.75857306071297,0.0855696734772257,0.906993737479331,-4.33802811521649
"BUD13;S325;","BUD13;S325;",-0.753776492674364,1.05239890875926e-16,-1.75411789769272,0.0863391456517646,0.906993737479331,-4.34461957347242
"WDR62;S1144;","WDR62;S1144;",-0.5984439439786,4.31863539638417e-16,-1.75347466233417,0.0864507178819444,0.906993737479331,-4.3455700665964
"ARHGAP5;S1218;","ARHGAP5;S1218;",0.84771837954002,3.31084366272145e-16,1.74345216229083,0.0882047771261613,0.906993737479331,-4.36034155379505
"SMARCA4;S1452;","SMARCA4;S1452;",0.751262813041084,1.65707394895689e-16,1.74226409233979,0.0884146576534728,0.906993737479331,-4.36208776612338
"NA;S1368;","NA;S1368;",0.864937468784236,6.0467504019763e-17,1.73735609789809,0.0892861045519139,0.906993737479331,-4.36929067642424
"ZNF217;S662;","ZNF217;S662;",-0.883711683715745,3.86595517503403e-17,-1.73539887416386,0.0896356123433262,0.906993737479331,-4.37215821641361
"DUS3L;S236;","DUS3L;S236;",0.797153123434541,5.78241158658936e-18,1.72177463771868,0.0921002220733018,0.906993737479331,-4.39204229711931
"SOX5;S439;","SOX5;S439;",-0.735656111285425,-7.02976037169649e-17,-1.71746693006055,0.0928910996395644,0.906993737479331,-4.3983012217211
"MAP3K7;S439;","MAP3K7;S439;",-0.637531846070592,3.69248282743635e-17,-1.71667783406262,0.0930365836713381,0.906993737479331,-4.39944628500169
"WNK1;S2032;","WNK1;S2032;",-0.54374982493009,1.58603289232165e-16,-1.7086044248115,0.0945359542952246,0.906993737479331,-4.41113564605044
"SCRIB;S1348;","SCRIB;S1348;",-0.92060984122782,1.20604584520292e-17,-1.70834625690456,0.0945842290824321,0.906993737479331,-4.41150866027673
"HUWE1;S1395;","HUWE1;S1395;",-0.709071571593988,-3.13902343271994e-18,-1.7002335832475,0.0961116551025912,0.906993737479331,-4.42320551143264
"BCL9;S917;","BCL9;S917;",0.661277175280882,-3.94443076085203e-16,1.69964233265119,0.0962237673623959,0.906993737479331,-4.42405609899355
"RPAP3;S513;","RPAP3;S513;",-0.835728154874717,1.25230513789564e-16,-1.68576026890039,0.0988873154024559,0.906993737479331,-4.44395373425573
"STAU2;S440;","STAU2;S440;",-0.684318983026294,-2.76688394418301e-16,-1.67655216024705,0.100687428757117,0.906993737479331,-4.45707415644895
"ERGIC3;SNA;","ERGIC3;SNA;",-0.864054945438584,3.26045407603831e-16,-1.67571911284588,0.100851606817598,0.906993737479331,-4.45825807658243
"CHD8;S2519;","CHD8;S2519;",-0.587336064439803,3.27119284041341e-17,-1.67522453400454,0.100949183369187,0.906993737479331,-4.45896072677576
"AGFG1;S181;","AGFG1;S181;",-0.650585203927908,-3.8411734110915e-16,-1.67390981252544,0.101208945929807,0.906993737479331,-4.46082768299742
"PDS5B;S1182;","PDS5B;S1182;",-0.589434744815886,-1.1862204340489e-16,-1.67323012280514,0.101343454722323,0.906993737479331,-4.46179237096849
"ITPKB;S204;","ITPKB;S204;",-0.762000203513603,1.00655264546559e-16,-1.67215768812133,0.101555986100131,0.906993737479331,-4.46331379366176
"TNKS1BP1;S712;","TNKS1BP1;S712;",0.771973052729134,8.34835672813838e-17,1.66787278193364,0.102408819555635,0.906993737479331,-4.46938418606286
"ANAPC2;S314;","ANAPC2;S314;",0.795535891090915,-4.59949538773279e-16,1.65167300250254,0.105686495646683,0.906993737479331,-4.49221201643956
"NASP;T464;","NASP;T464;",-0.632564248181679,-1.68846418328409e-16,-1.64930485027711,0.106172773917335,0.906993737479331,-4.49553285292857
"C5orf24;S180;","C5orf24;S180;",-0.626839514511914,2.42985195456466e-16,-1.64894507826219,0.10624681007856,0.906993737479331,-4.49603699480391
"ZC3H18;S95;","ZC3H18;S95;",-0.817050407443903,2.35240894224426e-16,-1.64814528494953,0.106411548259598,0.906993737479331,-4.49715738739345
"SOX10;S45;","SOX10;S45;",-0.748453847887509,2.09323299434535e-16,-1.64387974537811,0.107293686657239,0.906993737479331,-4.50312478525493
"OCIAD1;S209;","OCIAD1;S209;",0.554879478354726,8.98751972315603e-17,1.63710953257988,0.10870609751237,0.906993737479331,-4.51256849464606
"PHLDB1;S404;","PHLDB1;S404;",-0.706076974462854,1.67442118371666e-16,-1.6358745670312,0.108965371019005,0.906993737479331,-4.51428747177835
"GEMIN5;S778;","GEMIN5;S778;",0.590208157059101,-3.35710295541416e-16,1.63163236382878,0.109859850900176,0.906993737479331,-4.52018366939989
"CHD3;S713;","CHD3;S713;",0.652749848556004,2.50543633458936e-16,1.6312022558353,0.109950874424942,0.906993737479331,-4.52078072620552
"FKBP15;S1164;","FKBP15;S1164;",0.643031310316926,3.65117988753214e-17,1.63040001568539,0.110120816754433,0.906993737479331,-4.52189399308208
"MARK3;S469;","MARK3;S469;",-0.597301068404003,3.49257659829997e-16,-1.62896938661673,0.110424406255449,0.906993737479331,-4.523878086968
"SOGA1;S1303;","SOGA1;S1303;",-0.647334501417034,1.95858541025762e-16,-1.62383086558875,0.111520478352386,0.906993737479331,-4.53099198839127
"SSFA2;S803;","SSFA2;S803;",0.614481918218809,1.10691878943282e-17,1.61564649536075,0.113284562082047,0.906993737479331,-4.54228205444257
"ZDHHC5;S380;","ZDHHC5;S380;",0.572827761117894,-1.57735927494177e-16,1.61442417958856,0.11354996469939,0.906993737479331,-4.54396391335457
"GSS;S415;","GSS;S415;",0.392160837780182,-2.47528518845929e-16,1.61062818514045,0.114377422819108,0.906993737479331,-4.54917994705082
"FMNL2;S188;","FMNL2;S188;",-0.626362311267106,6.36881007587937e-16,-1.60975876425695,0.114567629997389,0.906993737479331,-4.55037309461258
"TRAFD1;S278;","TRAFD1;S278;",-0.736960281837909,-4.68891625262541e-17,-1.603626949315,0.115916435423234,0.910029837001098,-4.55877203751837
"HNRNPUL2;S161;","HNRNPUL2;S161;",-0.688116882725372,3.80606591217292e-17,-1.5993403766498,0.116866989593825,0.910029837001098,-4.56462679406359
"RAB11FIP1;S202;","RAB11FIP1;S202;",-0.660501527083284,-1.66037818414923e-16,-1.58632716473879,0.119791520539172,0.911295244076033,-4.58231637255698
"NOLC1;S508;","NOLC1;S508;",0.743582053914087,-3.92873564368843e-16,1.58608581084507,0.119846316296602,0.911295244076033,-4.58264325810505
"SRRM2;T866;","SRRM2;T866;",-0.759642402385502,3.09111202243105e-16,-1.5858174431832,0.119907268957373,0.911295244076033,-4.58300667925997
"WAPL;S221;","WAPL;S221;",-0.662272207778739,-1.22587125635694e-16,-1.55717924579682,0.126557284993744,0.941679126694101,-4.62147665050748
"CDK13;S383;","CDK13;S383;",0.595510488665186,4.13029399042097e-20,1.55549122761803,0.126958347769623,0.941679126694101,-4.62372486484773
"SH3PXD2A;S1002;","SH3PXD2A;S1002;",-0.492861660133747,3.93617017287118e-17,-1.54872796577877,0.128575527172519,0.941679126694101,-4.63271099290204
"FAM133B;S246;","FAM133B;S246;",-0.403176808382888,2.44843827752155e-16,-1.54077892898756,0.130497359224907,0.941679126694101,-4.643228305556
"MBD2;S44;","MBD2;S44;",0.723881290418595,-1.09328881926443e-16,1.53691042630054,0.131440946698039,0.941679126694101,-4.64832934454588
"DNAJC21;S423;","DNAJC21;S423;",0.505497896397569,-2.22137536539816e-16,1.53350706545546,0.132275594493023,0.941679126694101,-4.65280764077977
"ZNHIT6;S25;","ZNHIT6;S25;",-0.664727865007291,-2.12462322867255e-16,-1.53191014532096,0.132668687579422,0.941679126694101,-4.65490590467647
"ZC3H13;S64;","ZC3H13;S64;",0.435978611444496,-3.62805024118578e-16,1.52337190625302,0.13478633095482,0.941679126694101,-4.66609173881907
"FXR2;S601;","FXR2;S601;",-0.54107400857627,2.91020514565061e-16,-1.51860212182161,0.135981038883983,0.941679126694101,-4.67231638386262
"NELFA;S225;","NELFA;S225;",-0.57107055383471,-4.76470714734963e-16,-1.51762129621735,0.136227755495148,0.941679126694101,-4.67359422547315
"CDK13;S525;","CDK13;S525;",-0.593566990324128,-4.20216110585429e-16,-1.51409061980899,0.137118820401344,0.941679126694101,-4.67818798965088
"LSM12;T75;","LSM12;T75;",0.557479202187637,-4.6094080933098e-17,1.51151206395496,0.137772524015569,0.941679126694101,-4.68153693298504
"FTH1;S179;","FTH1;S179;",-0.78206576118002,-9.99944175080917e-17,-1.50533175476139,0.139349442304465,0.941679126694101,-4.68954302079122
"PLPP6;S70;","PLPP6;S70;",-0.633073262344331,-8.92143501930929e-18,-1.50432640956064,0.139607311801953,0.941679126694101,-4.69084260001686
"AHNAK;S5830;","AHNAK;S5830;",-0.594822943091761,1.74628829914999e-16,-1.50029002053159,0.140646465013094,0.941679126694101,-4.69605252554522
"RNF213;S1258;","RNF213;S1258;",0.707350368469258,-3.70569976820569e-16,1.4914625872508,0.142940486389919,0.941679126694101,-4.70740291468
"SIN3A;S10;","SIN3A;S10;",0.646184782006693,9.26218427351902e-18,1.489976936125,0.143329472215023,0.941679126694101,-4.70930729850915
"FRMD3;S416;","FRMD3;S416;",-0.619120513870962,-1.69672477126493e-16,-1.48981955068968,0.143370729359279,0.941679126694101,-4.70950894393229
"TRIM56;T442;","TRIM56;T442;",-0.576927587624216,-2.53847868651273e-16,-1.48726385990586,0.144041999640287,0.941679126694101,-4.71278068347973
"MEX3A;S338;","MEX3A;S338;",0.482241650401342,-2.75242791521653e-16,1.48315838008691,0.145125546933097,0.941679126694101,-4.7180259187146
"BCAR3;S363;","BCAR3;S363;",-0.524214857339077,3.28688795757701e-16,-1.48231966580428,0.145347698609709,0.941679126694101,-4.71909588062081
"SLC9A3R1;S290;","SLC9A3R1;S290;",-0.713240242979018,3.42174205636425e-16,-1.46254638930372,0.150663482124638,0.941679126694101,-4.74416396462807
"IFT22;S137;","IFT22;S137;",0.504460428894103,6.11283510582303e-17,1.45937364412912,0.151530528522703,0.941679126694101,-4.74815819778701
"KLC4;S590;","KLC4;S590;",-0.659611959192184,2.18337666068628e-16,-1.45512051972313,0.152698980576085,0.941679126694101,-4.75350032871533
"HEATR6;S336;","HEATR6;S336;",0.628182208229693,1.65005244917318e-16,1.45000632554624,0.154113367586689,0.941679126694101,-4.75990546221308
"PTGES3;S113;","PTGES3;S113;",-0.732743864028428,1.35225825246383e-16,-1.44765407502421,0.154767356154537,0.941679126694101,-4.76284467059048
"KANK2;S375;","KANK2;S375;",-0.637559514422929,-3.60161635964709e-17,-1.44253407340335,0.156198388520959,0.941679126694101,-4.76922743323769
"PHC2;T619;","PHC2;T619;",-0.52112593950323,-2.20722910848097e-16,-1.43864753153491,0.157291585401378,0.941679126694101,-4.77405894004031
"DOCK9;S927;","DOCK9;S927;",-0.441419844221525,-5.3776427755281e-16,-1.42829246135887,0.16023351074589,0.941679126694101,-4.78687440747514
"TCEA1;S100;","TCEA1;S100;",0.708974918621588,6.69107626448197e-17,1.42644198417799,0.160763742554805,0.941679126694101,-4.78915577624744
"NCOA6;S/TNA;","NCOA6;S/TNA;",0.592598626829329,1.20439372760675e-16,1.42122198365783,0.162266860146354,0.941679126694101,-4.79557689856448
"STIP1;S481;","STIP1;S481;",0.673914650977922,1.00737870426367e-16,1.41926157731361,0.162834190864491,0.941679126694101,-4.79798290709049
"NPM1;S254;","NPM1;S254;",0.541065545335241,-8.91317443132845e-17,1.41567514711757,0.163876086646514,0.941679126694101,-4.80237677555752
"HDGF;S107;","HDGF;S107;",0.517035048613087,1.00386795437182e-16,1.41550815443583,0.163924726078312,0.941679126694101,-4.80258111985696
"ITPR3;S2670;","ITPR3;S2670;",-0.589202996661986,1.62320553823544e-16,-1.41021238234623,0.165473051148695,0.941679126694101,-4.80905011118131
"TERF2;S365;","TERF2;S365;",0.603619163835481,-1.52160030607108e-16,1.4093633983687,0.165722323771819,0.941679126694101,-4.81008513989167
"KANK1;S325;","KANK1;S325;",-0.50697845860736,-9.27870544948071e-17,-1.40625960287792,0.166636125130022,0.941679126694101,-4.81386429873429
"BAHD1;S184;","BAHD1;S184;",-0.502314283210614,-9.51619735392991e-17,-1.40550320905188,0.166859410760844,0.941679126694101,-4.81478413646007
"PATL1;S179;","PATL1;S179;",-0.665611529315886,3.3868410721452e-17,-1.40275135093926,0.167673715075673,0.941679126694101,-4.81812684712574
"PDS5A;T1208;","PDS5A;T1208;",-0.582555149763712,-2.92424814521805e-16,-1.40239841224823,0.167778376372947,0.941679126694101,-4.81855513655298
"HIRIP3;S125;","HIRIP3;S125;",0.366835049594628,1.38158333979581e-16,1.39955925094411,0.168622154763322,0.941679126694101,-4.82199689684148
"ESCO2;S75;","ESCO2;S75;",-0.490352842867524,1.20790447749861e-16,-1.39879138570572,0.168850923682779,0.941679126694101,-4.82292665320405
"BOD1L1;S2475;","BOD1L1;S2475;",0.741169874649291,3.96260405440988e-16,1.39799479150234,0.169088506213292,0.941679126694101,-4.82389070729703
"WIZ;S996;","WIZ;S996;",-0.614546957640033,-1.18105756656088e-16,-1.39631760390441,0.169589571575221,0.941679126694101,-4.82591884714071
"GBF1;S1298;","GBF1;S1298;",-0.577340103020292,4.98939514042853e-17,-1.39209362007776,0.170856601824476,0.941679126694101,-4.83101692915292
"CDAN1;T71;","CDAN1;T71;",0.56987433988491,2.89017321979707e-16,1.38377569895773,0.173373074107707,0.941679126694101,-4.84101519525222
"SRRM2;S1188;","SRRM2;S1188;",-0.438447386103755,2.28157440030854e-16,-1.38271400048951,0.173696327594307,0.941679126694101,-4.84228746102724
"ZFR;S1054;","ZFR;S1054;",0.714560570344281,-1.9808889978059e-16,1.37440534331446,0.176242152591872,0.941679126694101,-4.85221335934176
"ZNF407;S/YNA;","ZNF407;S/YNA;",0.375784883957198,3.11981756566448e-16,1.37039614599571,0.177480841339771,0.941679126694101,-4.85698348737203
"TOE1;S358;","TOE1;S358;",0.730118570646571,6.77368214429039e-17,1.37001130173639,0.177600095339396,0.941679126694101,-4.8574407073665
"PML;S505;","PML;S505;",0.688898841717824,3.40666648329922e-16,1.36377608754605,0.179540847206015,0.941679126694101,-4.86483227164103
"KDM3B;S314;","KDM3B;S314;",0.507231733728707,5.45126526590736e-16,1.36322899199479,0.179711909429904,0.941679126694101,-4.86547936488271
"ARFGAP2;S432;","ARFGAP2;S432;",-0.542597819641353,3.93369199647693e-16,-1.36307421421994,0.179760327049844,0.941679126694101,-4.86566238994088
"TRIM16;S60;","TRIM16;S60;",-0.66435168987177,-3.93162684948172e-16,-1.35635575267138,0.181871674430185,0.941679126694101,-4.87358875096698
"ARHGEF12;S309;","ARHGEF12;S309;",-0.482294624196115,3.23195504750441e-17,-1.35527819812769,0.182212070758026,0.941679126694101,-4.87485671797585
"CALU;S44;","CALU;S44;",-0.630092210711743,1.63229218501437e-16,-1.34878684150661,0.184273017261556,0.941679126694101,-4.88247571817032
"UPF3B;S310;","UPF3B;S310;",-0.472915087241468,1.95610723386337e-16,-1.34284906357399,0.186173793318755,0.941679126694101,-4.88941576131305
"BCLAF1;S222;","BCLAF1;S222;",-0.551210564951933,-6.49282215294176e-17,-1.340326947624,0.186985682664819,0.941679126694101,-4.89235514240663
"HMGA2;S105;","HMGA2;S105;",-0.570726281546937,-2.24687993078901e-16,-1.33538621961538,0.188583976302519,0.941679126694101,-4.89809865332181
