"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SRSF2;S191;","SRSF2;S191;",2.62498714237684,-1.96932417463272e-16,8.37076106516235,1.14674912650361e-10,6.80882293861516e-09,14.2379430928348
"NA;T221;","NA;T221;",2.16621346868874,1.23082760914545e-16,8.33087401317321,1.30722916467727e-10,7.30510415554943e-09,14.1098516709714
"KIAA1429;T184;","KIAA1429;T184;",-2.18882368820447,-4.51441133153012e-17,-8.23497342874577,1.79221903698673e-10,9.45893380631883e-09,13.801233853156
"TP53BP1;S525;","TP53BP1;S525;",-2.52861181221216,4.46732598003932e-16,-8.14314776947175,2.42640180123445e-10,1.21320090061723e-08,13.5048948036787
"TANC2;S1827;","TANC2;S1827;",-2.56937000548094,-2.9738116731031e-17,-8.08421285180329,2.94839319593714e-10,1.40048676807014e-08,13.3142829921849
"NFIX;S265;","NFIX;S265;",-2.14299164202488,1.80669384875989e-16,-8.06155775861323,3.17798208977376e-10,1.43765856442146e-08,13.2409252406338
"POLR3E;S161;","POLR3E;S161;",2.70306227831777,-4.79114102888832e-17,8.03933148782115,3.42074298540777e-10,1.47713901642608e-08,13.1689108418114
"HGH1;T388;","HGH1;T388;",-2.37781232308978,-2.30635616425107e-16,-7.9970914060813,3.93485275549512e-10,1.62526526857407e-08,13.0319287026159
"BAHD1;S184;","BAHD1;S184;",-2.68823230653683,-9.51619735392991e-17,-7.85628790816985,6.28215431296284e-10,2.45803895831115e-08,12.5741925759737
"MDC1;T1567;","MDC1;T1567;",2.25647610812163,3.74122029652331e-16,7.84750578627475,6.46852357450302e-10,2.45803895831115e-08,12.5455875852596
"STRIP2;S318;","STRIP2;S318;",2.20098724280231,-9.91270557701033e-17,7.77834821466579,8.14485322941294e-10,2.97600406459319e-08,12.3201099052311
"FLNA;T2336;","FLNA;T2336;",-1.92094596903146,1.47451495458029e-16,-7.71732596985164,9.9844853954239e-10,3.51305967616767e-08,12.1208418864113
"MEX3A;S338;","MEX3A;S338;",2.38138707715977,-2.75242791521653e-16,7.6497472469033,1.25145629581923e-09,4.24601243224382e-08,11.8998326448864
"GLTSCR1;T921;","GLTSCR1;T921;",2.41185718076781,-1.55299054039828e-17,7.57247315916764,1.62090790016973e-09,5.23036895283296e-08,11.6467071504487
"RRAGC;S95;","RRAGC;S95;",1.88944597297942,-3.12498043315251e-16,7.56685735772954,1.65169545878936e-09,5.23036895283296e-08,11.6282951258418
"NES;S680;","NES;S680;",-2.27633764460172,-2.69295168175447e-17,-7.49541043900084,2.09882754969653e-09,6.43189087810227e-08,11.393861099308
"KANK2;S540;","KANK2;S540;",-2.35229590288307,-2.52773992213763e-16,-7.26708915340439,4.52317616124664e-09,1.3428179228701e-07,10.6425356159076
"FAM208B;S2009;","FAM208B;S2009;",-2.05606477015921,-2.0122792321331e-16,-7.24266564606065,4.91128038308367e-09,1.413853443615e-07,10.5619904378629
"LMNA;S458;","LMNA;S458;",2.05617853894289,2.4352213367522e-16,7.21226400789039,5.44147647612771e-09,1.52041254480039e-07,10.4616871670011
"EMG1;S14;","EMG1;S14;",1.99191306784968,-4.09807769729569e-16,7.17178514072812,6.23777754799221e-09,1.69311104874074e-07,10.3280648780707
"NUP153;T699;","NUP153;T699;",2.12229359306053,-1.4373423086665e-16,7.14242257004177,6.88775251156642e-09,1.81760135721892e-07,10.2310888419264
"FKBP15;S1164;","FKBP15;S1164;",2.68173751662112,3.65117988753214e-17,7.10186804919996,7.89885411561876e-09,2.02808416482103e-07,10.0970843599081
"ZNF148;S412;","ZNF148;S412;",-2.30914779299841,-6.70759744044365e-17,-7.08988264998184,8.22529045488833e-09,2.05632261372208e-07,10.057467113958
"GOLGB1;S1568;","GOLGB1;S1568;",2.19586968285385,5.9476233462062e-17,7.00015324367819,1.11406147918659e-08,2.69959823905321e-07,9.76068323328375
"UPF3B;S310;","UPF3B;S310;",-2.35830847371339,1.95610723386337e-16,-6.99421411320522,1.13667294275925e-08,2.69959823905321e-07,9.74102831162545
"FTSJ1;S271;","FTSJ1;S271;",-1.91714261330685,2.90524879286211e-16,-6.98346010554591,1.17879425502622e-08,2.73135254213393e-07,9.70543579849209
"STRIP1;S59;","STRIP1;S59;",-2.23938928880589,-2.54095686290698e-16,-6.96801007361373,1.24206603893042e-08,2.80943508805691e-07,9.65429364047812
"ERBB3;S982;","ERBB3;S982;",-2.27819280293672,1.75454888713083e-16,-6.96010298095782,1.27575488882703e-08,2.81852824275739e-07,9.62811663103512
"FRYL;S2332;","FRYL;S2332;",-2.18533621060675,1.43651624986841e-16,-6.9498285414508,1.3209036679456e-08,2.85195110124619e-07,9.59409915235628
"SRRM2;S1188;","SRRM2;S1188;",2.10165288574123,2.28157440030854e-16,6.92261443886772,1.44839077982664e-08,3.05558432681392e-07,9.50397948359107
"PCYT1A;S343;","PCYT1A;S343;",2.05035315521442,-5.28677630773884e-17,6.91432846185245,1.48960653067478e-08,3.05558432681392e-07,9.4765356895096
"PHC2;T619;","PHC2;T619;",-2.39646303885141,-2.20722910848097e-16,-6.90997902975482,1.51171014063425e-08,3.05558432681392e-07,9.4621291763655
"GEMIN5;S778;","GEMIN5;S778;",2.38864780205737,-3.35710295541416e-16,6.89705204713006,1.57936589622989e-08,3.12582833628832e-07,9.41930803494007
"EIF4ENIF1;S564;","EIF4ENIF1;S564;",2.4444719842216,3.73295970854247e-16,6.80550536638107,2.15382170173911e-08,4.17577676867787e-07,9.11592127385904
"NA;S994;","NA;S994;",-2.1064642938346,2.78381814954373e-17,-6.76350183385843,2.48349636522066e-08,4.70473966193423e-07,8.97665165735915
"RANBP3;S353;","RANBP3;S353;",-2.02363624746972,-3.7420463553214e-17,-6.75853288750852,2.52570234482785e-08,4.70473966193423e-07,8.96017379545717
"NES;S1590;","NES;S1590;",-2.31353304696242,3.96425617200605e-16,-6.73343717124003,2.75010602071821e-08,5.02423215323519e-07,8.87694474624124
"TNS3;S660;","TNS3;S660;",2.23426454575068,-2.92259602762188e-16,6.66655644618045,3.45065270816206e-08,6.18513221274331e-07,8.65508395706568
"GPS1;S474;","GPS1;S474;",-2.22829075356433,5.05837105006856e-16,-6.64523654774854,3.70959238561871e-08,6.52613475247737e-07,8.58434668564148
"RALGAPA1;S740;","RALGAPA1;S740;",-2.41574326892698,1.66285636054348e-16,-6.63793629378483,3.80265982416011e-08,6.56823060536747e-07,8.56012391991697
"PDS5B;S1257;","PDS5B;S1257;",-1.81195922539117,-2.17707796235089e-16,-6.63194755242574,3.88075117850059e-08,6.58341717781351e-07,8.54025240242366
"DNAJC2;S47;","DNAJC2;S47;",2.24482890636442,-7.40148683083438e-17,6.61947199138778,4.04862565427233e-08,6.74770942378721e-07,8.49885546062617
"DLG3;S368;","DLG3;S368;",-2.37689090446397,-6.93889390390723e-18,-6.58570864323572,4.54034078520331e-08,7.43676507921232e-07,8.3868133256875
"CCDC93;S305;","CCDC93;S305;",2.11912483037111,2.29066104708747e-16,6.52838344531081,5.51602372034021e-08,8.88173310902237e-07,8.19656546941136
"ZBED6;S381;","ZBED6;S381;",-2.11304062136575,-1.64798730217797e-16,-6.52169924510368,5.64266841211985e-08,8.93422498585643e-07,8.17438147690485
"KTN1;T153;","KTN1;T153;",2.01000356047023,-2.13370987545147e-16,6.49225782016139,6.23605008028771e-08,9.71188127257921e-07,8.07666851289689
"ABL2;S936;","ABL2;S936;",-1.80165012913093,-3.81639164714898e-17,-6.4488535659975,7.22662098406814e-08,1.10730482820399e-06,7.93261576959363
"HMGN1;S89;","HMGN1;S89;",-2.02384468721356,3.55618312575245e-16,-6.43200569087628,7.65224780822977e-08,1.15391038378068e-06,7.87670169120124
"WNK1;S2032;","WNK1;S2032;",-1.95207925809501,1.58603289232165e-16,-6.40669610106195,8.33923813832668e-08,1.23785566115787e-06,7.79270826590478
"PDE8A;S457;","PDE8A;S457;",2.4123305018541,-5.38900108400176e-17,6.39741426138094,8.6063577022285e-08,1.25785227955647e-06,7.7619063348139
"ZDHHC5;S380;","ZDHHC5;S380;",2.16960557821494,-1.57735927494177e-16,6.38658454285518,8.9288597866477e-08,1.2852146662599e-06,7.7259686688601
"FAM208A;T819;","FAM208A;T819;",2.21026401376831,4.3483735131152e-16,6.34153580724166,1.04052986170539e-07,1.47537816211959e-06,7.5764906375987
"TCF20;S1522;","TCF20;S1522;",2.22400852150283,-1.31425954775195e-16,6.32649992845371,1.09505527965436e-07,1.5298566406936e-06,7.52660509681001
"INPP5F;S/TNA;","INPP5F;S/TNA;",1.89479854588814,-1.41008236832972e-16,6.31683198272827,1.13161418596492e-07,1.55801953140097e-06,7.49453083549754
"STMN1;S38;","STMN1;S38;",1.97033860760202,6.85628802409881e-18,6.29425112582629,1.22182598864501e-07,1.63761601149197e-06,7.41962263508972
"MAP1S;S472;","MAP1S;S472;",1.8811852274806,3.33727754426014e-17,6.29375120615911,1.22390249279926e-07,1.63761601149197e-06,7.41796433277161
"NASP;S451;","NASP;S451;",-1.87862794022593,-2.33361610458785e-16,-6.24840096613741,1.42771754354814e-07,1.87969321001688e-06,7.26755100025449
"SMPD4;S169;","SMPD4;S169;",2.01406893067346,-2.02735480519813e-16,6.24298147607221,1.45423965975167e-07,1.87969321001688e-06,7.24957896851986
"ATXN2;T741;","ATXN2;T741;",-2.22883817673691,-5.4835848163824e-16,-6.23763707896009,1.48087630248313e-07,1.87969321001688e-06,7.23185659630571
"FASN;T2204;","FASN;T2204;",-1.92794730907527,-2.04614764285455e-16,-6.23702292495975,1.48396832369754e-07,1.87969321001688e-06,7.22982006244439
"SKA3;S155;","SKA3;S155;",-1.9585016940943,-4.41115398176959e-17,-6.1919610090453,1.72935207910673e-07,2.16169009888341e-06,7.08041958815063
"TANC1;S270;","TANC1;S270;",2.36373803512131,2.21383757886564e-16,6.1446888967486,2.03043041790864e-07,2.50507648962755e-06,6.92375017936312
"INTS12;S128;","INTS12;S128;",-1.87351608144013,-3.28027948719233e-16,-6.10938158564702,2.28896286079277e-07,2.78783938173478e-06,6.80677974149951
"N4BP1;S300;","N4BP1;S300;",1.6173847038115,-7.03802095967733e-17,6.10158540594023,2.35033895173804e-07,2.82635696727992e-06,6.78095728375523
"WIZ;S996;","WIZ;S996;",-2.55569746388061,-1.18105756656088e-16,-6.06502873483142,2.66077288959532e-07,3.12209161153468e-06,6.65990406673677
"STT3B;S498;","STT3B;S498;",2.17623904709718,5.13147725369901e-16,6.06235432592749,2.68502790114504e-07,3.12209161153468e-06,6.65105006234562
"THOC2;S1419;","THOC2;S1419;",-2.49073463668764,9.99531145681875e-17,-6.06127729410464,2.69485802258783e-07,3.12209161153468e-06,6.64748447743642
"RIF1;S2196;","RIF1;S2196;",1.7180692408042,-3.7313075909463e-16,6.04148478180123,2.88203519625371e-07,3.29871498366389e-06,6.58196834176223
"TNKS1BP1;T131;","TNKS1BP1;T131;",-1.90510565012441,2.1869906679279e-16,-5.97842960679466,3.56924011046671e-07,4.03664060112307e-06,6.37335846190656
"THRAP3;S320;","THRAP3;S320;",1.96207566700668,9.78053616931686e-17,5.9705586092103,3.66577214772608e-07,4.09703945922327e-06,6.34733111230268
"KIF20B;S1658;","KIF20B;S1658;",2.07362425486684,-1.91645641155533e-16,5.90690259223285,4.54842589838855e-07,5.02442395752224e-06,6.1369522422137
"RALBP1;S62;","RALBP1;S62;",1.75040865042999,1.62650977342778e-16,5.88812362646641,4.84717984378267e-07,5.29289753056728e-06,6.07493057361785
"MED13;S395;","MED13;S395;",-1.79159194537477,1.0086177924608e-16,-5.88314156450216,4.92966939836821e-07,5.32180219142022e-06,6.05847957622559
"C17orf49;S96;","C17orf49;S96;",-2.09575126119996,-1.06478979073053e-16,-5.84371928700895,5.63367794593545e-07,6.01347645914458e-06,5.92835704000919
"LEO1;S658;","LEO1;S658;",-1.95292870930598,4.0972516384976e-17,-5.81217640558248,6.26840111015567e-07,6.61664561627543e-06,5.82431138337006
"KMT2B;S2348;","KMT2B;S2348;",-2.0174056816516,3.11424166877741e-16,-5.79586006755335,6.62417707757064e-07,6.91534969636496e-06,5.77051651422366
"ZNF800;S426;","ZNF800;S426;",-2.19793972043537,1.33449798830502e-16,-5.7803395091032,6.98123702924253e-07,7.14763410968605e-06,5.71936192464711
"SRCAP;S274;","SRCAP;S274;",-2.19011149258713,4.53506280148222e-17,-5.77966601602559,6.99715760211371e-07,7.14763410968605e-06,5.71714251517858
"BRAT1;S742;","BRAT1;S742;",2.00902432558634,1.89745705919939e-16,5.76992261462186,7.23156471060866e-07,7.30849625008322e-06,5.68503791277546
"MPRIP;S619;","MPRIP;S619;",-2.03778518497882,-4.46897809763549e-17,-5.74591185340786,7.84311723809722e-07,7.84311723809722e-06,5.60595083627183
"OGFR;S484;","OGFR;S484;",-2.02425096218286,2.13825319884094e-16,-5.72081664209374,8.53734285332478e-07,8.44841219860265e-06,5.52333664129663
"NAA10;S186;","NAA10;S186;",-2.05107955711719,-2.40868419786375e-16,-5.7105737779856,8.8379675530103e-07,8.65574141789668e-06,5.48963040336685
"PRR11;S307;","PRR11;S307;",-1.79525044231253,-4.95635278850516e-19,-5.69695073783821,9.25417628954994e-07,8.97088517864535e-06,5.44481350486565
"RPLP2;S86;","RPLP2;S86;",-1.97243039206356,-5.40820695105722e-16,-5.68619235419186,9.59659546694406e-07,9.20885423595642e-06,5.40943097281182
"TJP1;S968;","TJP1;S968;",-2.02159371688246,1.8205303336278e-16,-5.65819407185851,1.05479476455363e-06,1.00205502632595e-05,5.31739280516832
"PI4K2A;S47;","PI4K2A;S47;",-1.56788283802405,-4.61932079888681e-16,-5.65119428983598,1.0800095603934e-06,1.01511720401569e-05,5.29439260906293
"TGS1;S154;","TGS1;S154;",2.16511922882104,-1.7768524746791e-16,5.64848875496653,1.08991531378527e-06,1.01511720401569e-05,5.28550373723711
"KDM3B;S289;","KDM3B;S289;",-2.04038295257335,1.80369938561684e-16,-5.62357702151382,1.18547621466704e-06,1.09340039216863e-05,5.20368690100717
"STAU2;S440;","STAU2;S440;",-2.18513250798341,-2.76688394418301e-16,-5.59152847054037,1.32075637173636e-06,1.19696786733042e-05,5.09851034806102
"KANK1;S325;","KANK1;S325;",-1.929842076545,-9.27870544948071e-17,-5.59103287686979,1.32296448494415e-06,1.19696786733042e-05,5.09688463540724
"HMG20A;S105;","HMG20A;S105;",2.25237827227551,1.38860483957953e-16,5.57874200729622,1.37891547356174e-06,1.22437086409267e-05,5.05657364346671
"PARD3;S/TNA;","PARD3;S/TNA;",-1.68570634959764,-2.92631329221326e-16,-5.57693089107922,1.38735650689994e-06,1.22437086409267e-05,5.05063480466577
"RIF1;S1554;","RIF1;S1554;",2.34074772917552,-9.25185853854297e-18,5.57508702819656,1.39600290422591e-06,1.22437086409267e-05,5.04458889738536
"TOM1L1;S323;","TOM1L1;S323;",-2.46723539888358,-1.09143018696874e-16,-5.57322169419628,1.40480446511685e-06,1.22437086409267e-05,5.03847290800468
"RNF113A;S329;","RNF113A;S329;",-2.2214084392472,-4.52969341929468e-16,-5.53130990381316,1.61776739591659e-06,1.39716275101888e-05,4.90114067069297
"AFDN;S1083;","AFDN;S1083;",-2.33128361731808,1.89663100040131e-16,-5.52193761697782,1.6696138038711e-06,1.42894875106085e-05,4.87045373281914
"TWIST1;S68;","TWIST1;S68;",-2.02417179175767,-2.82677320704411e-16,-5.50741646005314,1.75321999269549e-06,1.48710624380421e-05,4.82292547136159
"RB1CC1;S222;","RB1CC1;S222;",-1.80027901462601,-4.84276970376859e-17,-5.50203714060751,1.78523581569351e-06,1.50086196894587e-05,4.80532414350295
"LIMA1;S490;","LIMA1;S490;",-1.74968875134379,3.43475248243408e-16,-5.48237958206487,1.90724541184761e-06,1.58937117653968e-05,4.74102901334879
"FCHO2;S/TNA;","FCHO2;S/TNA;",-1.95216535644337,-1.70002900645727e-16,-5.44770968452802,2.14293926358532e-06,1.77025417426613e-05,4.62773057472756
"ANLN;S54;","ANLN;S54;",-2.19066348752542,7.81616834747264e-16,-5.40270310459643,2.49248499033636e-06,2.04125925932719e-05,4.48084751248101
"U2SURP;S67;","U2SURP;S67;",2.18819028232231,-2.36676171386098e-16,5.38533097116922,2.64204975461648e-06,2.14525407426124e-05,4.42421306755362
"MAP3K2;S/YNA;","MAP3K2;S/YNA;",-1.72955788983192,-3.69578706262868e-16,-5.37875379835876,2.70096962241545e-06,2.17450944177515e-05,4.40278010698599
"KRTCAP2;T124;","KRTCAP2;T124;",1.91326421550987,-5.79893276255104e-17,5.36303195098086,2.84714182652375e-06,2.27292834890551e-05,4.35156807262467
"HUWE1;S2362;","HUWE1;S2362;",1.92268086093765,1.13004843577918e-16,5.35144551293339,2.95986002212697e-06,2.34322251751718e-05,4.31384544023017
"BCL9;S687;","BCL9;S687;",-2.06414692351048,-5.33799195322006e-16,-5.34800848558919,2.99413988290839e-06,2.35077098244873e-05,4.30265841535724
"GTF3C1;S739;","GTF3C1;S739;",1.94204359966268,8.4505815044013e-17,5.32757826333769,3.2061796482233e-06,2.47771254771186e-05,4.23619068307633
"ARHGEF2;S696;","ARHGEF2;S696;",-1.80118679925848,1.2803911370305e-16,-5.32741006250872,3.20798571966904e-06,2.47771254771186e-05,4.2356436707705
"APC;S1100;","APC;S1100;",-1.96973955707063,2.14259000753088e-16,-5.30987322886248,3.40192823159957e-06,2.60631598388677e-05,4.17863078438258
"FLNA;S2152;","FLNA;S2152;",-1.89088044030138,-6.22848333755482e-17,-5.30356458500999,3.4745013748873e-06,2.64062104491435e-05,4.158130591052
"TNIK;S707;","TNIK;S707;",-2.20364446866018,2.36252816252079e-17,-5.28541597907128,3.69194283577838e-06,2.78360769364243e-05,4.09918422072432
"AHNAK;S135;","AHNAK;S135;",-1.92144236243537,-1.6669866545339e-16,-5.28208464111468,3.73329587099039e-06,2.79262289562273e-05,4.08836869007284
"WIZ;S983;","WIZ;S983;",-1.97160138068675,2.47074186506982e-16,-5.27822400959796,3.78179343271684e-06,2.80679981334453e-05,4.0758365539005
"PRRC2C;S878;","PRRC2C;S878;",-1.85923482724667,2.71267383555873e-16,-5.25026139269161,4.15218870899931e-06,3.02585132928045e-05,3.98512448445269
"TP53BP1;S1094;","TP53BP1;S1094;",-2.09100282227714,4.30892920550668e-16,-5.24919275140916,4.16703514282319e-06,3.02585132928045e-05,3.98165981965959
"PHRF1;S867;","PHRF1;S867;",-1.99167551453658,-7.98489085698134e-17,-5.24766719243174,4.18832057074436e-06,3.02585132928045e-05,3.97671403755683
"PCNX3;S1955;","PCNX3;S1955;",-2.10188372757951,-4.99269937562087e-16,-5.24652405340981,4.20434079436862e-06,3.02585132928045e-05,3.97300824565953
"SUB1;S118;","SUB1;S118;",-2.01653657359662,-2.45256857151197e-16,-5.24135232343309,4.27758014117974e-06,3.05541438655696e-05,3.95624489322919
"SMARCA4;S1452;","SMARCA4;S1452;",2.15720776238287,1.65707394895689e-16,5.22526533755816,4.51356698293335e-06,3.19991689088558e-05,3.90412463929703
"BAG6;S964;","BAG6;S964;",-2.03626788174838,-1.89497888280514e-16,-5.21488561468647,4.67262541640585e-06,3.28814381154486e-05,3.87051418197578
"PTPN1;S295;","PTPN1;S295;",-1.5547183358573,-2.25679263636602e-16,-5.20634418136102,4.80766528924928e-06,3.3582956064609e-05,3.84286747122604
"SEMA4C;S760;","SEMA4C;S760;",-1.86415532756379,-2.39557051444416e-18,-5.20321372885312,4.85811890594574e-06,3.36876858441493e-05,3.83273744724836
"MAP4K4;S715;","MAP4K4;S715;",-2.15814754106557,-1.07387643750945e-16,-5.18107903700656,5.23012814934028e-06,3.60045053758932e-05,3.76114991412826
"PPP1R3D;S46;","PPP1R3D;S46;",-1.7283327156757,4.6672322091757e-17,-5.16863152887761,5.45156892341699e-06,3.72589242967348e-05,3.72092321787871
"MCAM;S606;","MCAM;S606;",-1.93370311659835,2.07671181838366e-16,-5.16010034170626,5.60866996205504e-06,3.80588318853735e-05,3.69336588958375
"PKP3;S238;","PKP3;S238;",1.46680851080206,9.51619735392991e-17,5.1461069904775,5.8761079426105e-06,3.95907981948934e-05,3.64818784261047
"MTMR4;T608;","MTMR4;T608;",-2.11313746608933,-1.45324394052962e-16,-5.14348806195198,5.92754342461754e-06,3.96561003759624e-05,3.63973574869189
"LIMCH1;S875;","LIMCH1;S875;",1.97367214588139,2.1741867565576e-16,5.13129191430587,6.17300011013877e-06,4.10094412911317e-05,3.6003884649855
"KLC2;S151;","KLC2;S151;",-2.04758260988855,-2.06261719014135e-16,-5.12391597345674,6.32629586248407e-06,4.17359796483324e-05,3.57660299321098
"TRIM56;T442;","TRIM56;T442;",-1.89424497295274,-2.53847868651273e-16,-5.10031667565663,6.84249536657707e-06,4.48301420568842e-05,3.50055704699552
"C11orf84;T49;","C11orf84;T49;",-1.9136901481801,1.73472347597681e-17,-5.08020601485967,7.31508564696535e-06,4.75981600316239e-05,3.43582072836765
"FIP1L1;S492;","FIP1L1;S492;",-2.02467090778186,2.72599403367784e-17,-5.07724808372489,7.38726395589329e-06,4.77408214836641e-05,3.42630447986594
"KDM3B;S314;","KDM3B;S314;",1.80660119885983,5.45126526590736e-16,5.07129613882171,7.53464045041042e-06,4.83642461343912e-05,3.40716008990897
"USP28;S1053;","USP28;S1053;",-1.95071414990684,2.2055769908848e-16,-5.06145495156814,7.78471686383383e-06,4.96341008096788e-05,3.37551833406627
"CDAN1;T71;","CDAN1;T71;",1.98951149238393,2.89017321979707e-16,5.0457686022893,8.20037901532491e-06,5.17189416483995e-05,3.32511512764474
"CCDC9;T95;","CCDC9;T95;",-1.68783911615844,1.65211759616839e-16,-5.04502605391957,8.22058967253508e-06,5.17189416483995e-05,3.32273016599303
"CAP1;S34;","CAP1;S34;",-2.03642657016866,-3.91551870291908e-17,-5.04163370170594,8.31355020222198e-06,5.19596887638873e-05,3.31183554568524
"KDM3A;S445;","KDM3A;S445;",1.90534018619123,-1.196959198424e-16,5.02577906865937,8.7619647507159e-06,5.44043562952948e-05,3.26094298575833
"TNKS1BP1;S1666;","TNKS1BP1;S1666;",-1.75185085446124,-5.22275675088732e-17,-5.01835741058196,8.97999741985694e-06,5.5396087979637e-05,3.23713409250301
"DPH7;S353;","DPH7;S353;",-1.62737241973075,3.39303651313083e-16,-5.0139549546839,9.11185473249577e-06,5.58468515862644e-05,3.22301521560752
"DEAF1;S176;","DEAF1;S176;",-1.9885654032514,-2.72186373968742e-17,-4.98211168289476,1.01242120433722e-05,6.16538553923309e-05,3.12098959469036
"EIF4G1;S1238;","EIF4G1;S1238;",-1.38804509488604,-6.4597798010184e-17,-4.90113362968952,1.32259881735412e-05,8.00298647443577e-05,2.86233227035075
"EPS15;T777;","EPS15;T777;",-1.91995806878934,-2.14610075742274e-16,-4.89831458455637,1.33493773467776e-05,8.02652435407514e-05,2.85334902850891
"PI4K2A;S462;","PI4K2A;S462;",-2.02784527676353,3.44838245260247e-16,-4.87215987951005,1.45496321402458e-05,8.6931764359959e-05,2.77007405254087
"BOD1L1;S3019;","BOD1L1;S3019;",-1.8608749218019,-1.80080817982354e-17,-4.86187980391049,1.50499744756053e-05,8.88589664653377e-05,2.73737803303177
"SSFA2;S803;","SSFA2;S803;",1.77033702613912,1.10691878943282e-17,4.86169229477497,1.50592564220204e-05,8.88589664653377e-05,2.73678184168489
"DCP1A;T401;","DCP1A;T401;",-1.56998532400331,-2.98042014348777e-16,-4.85518717062697,1.53847841672965e-05,9.02194133267387e-05,2.71610273010862
"AFDN;S1779;","AFDN;S1779;",2.06229751342071,-1.44725501424351e-16,4.84674788232068,1.58174500752932e-05,9.2187592463365e-05,2.68928715588017
"POLR3C;S204;","POLR3C;S204;",-2.04432507143275,1.83219841415074e-16,-4.84018324978818,1.61622744624691e-05,9.36229313374732e-05,2.66843770156925
"CD44;S686;","CD44;S686;",-1.5756647824102,5.64817703190068e-17,-4.83100186705614,1.665700126187e-05,9.59039466592515e-05,2.63929135135396
"PDS5B;S1182;","PDS5B;S1182;",1.61980020072395,-1.1862204340489e-16,4.80259175777598,1.82842385224572e-05,0.000104638714435749,2.54920775676928
"NOP56;S314;","NOP56;S314;",1.91055911251446,-1.84417626672296e-17,4.7948127775974,1.87564479446752e-05,0.000106698356571506,2.52456980650496
"THRAP3;T954;","THRAP3;T954;",-1.42595961603691,2.99652829005041e-16,-4.76153696657307,2.09155851772144e-05,0.000118272654275915,2.4193147950738
"STX7;S129;","STX7;S129;",-1.51817642163463,2.54426109809932e-17,-4.75099118859712,2.16495712835361e-05,0.000121698773487333,2.38600455655834
"NOC2L;S672;","NOC2L;S672;",1.74424059538553,3.08285143445021e-16,4.74490836643607,2.20843976646025e-05,0.000123412810478661,2.36680162083963
"ZSWIM8;S53;","ZSWIM8;S53;",-1.60069159301917,1.07305037871137e-16,-4.73097888014968,2.31127561154527e-05,0.000128404200641404,2.32285652136467
"NCOA3;S728;","NCOA3;S728;",1.91201296008415,-2.51947933415679e-18,4.71952280138902,2.39936850305082e-05,0.000131341370142945,2.28674515774053
"EIF4B;S445;","EIF4B;S445;",-1.85663734394542,-5.80512820353667e-17,-4.7170542539186,2.41877868529117e-05,0.000131341370142945,2.27896754585616
"AFTPH;S518;","AFTPH;S518;",-1.80475934564696,3.56857400772372e-17,-4.71703495826547,2.41893101343316e-05,0.000131341370142945,2.27890675645841
