"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDUFV1","NDUFV1",0.167382868841472,16.208469389349,1.90759325177141,0.0640692854969812,0.211908024314903,-4.83282576661914
"PHF21A","PHF21A",-0.318286579312744,14.6006070601459,-1.90754644889298,0.0640755226677367,0.211908024314903,-4.83290763220525
"IFIT5","IFIT5",0.101467039950659,16.7126639436152,1.90677796628836,0.064178008845921,0.212160648193775,-4.83425159325087
"RNF123","RNF123",-0.496831682751321,15.4344804043024,-1.90656433216618,0.0642065244539327,0.212168633043097,-4.83462512839927
"BLOC1S3","BLOC1S3",-0.120971990918996,14.9120061645471,-1.90602049403994,0.0642791643654339,0.212258176232319,-4.83557586385033
"NDFIP2","NDFIP2",0.306487307252572,16.2776859395614,1.90597050797398,0.0642858444930459,0.212258176232319,-4.8356632381014
"KDR","KDR",-0.176400840752567,16.4939897854931,-1.90465599672547,0.064461729545236,0.212752496741057,-4.83796029190604
"HOXB7","HOXB7",-0.252145554966294,14.3578105469102,-1.90436359609561,0.0645009096274329,0.212795411672647,-4.83847107294483
"USO1","USO1",0.115155243028351,17.4975780116744,1.90400594263131,0.0645488610210114,0.212867217541502,-4.83909575356239
"JPH1","JPH1",0.358286031104399,16.0606675542138,1.9028417598912,0.0647051575211226,0.213296117392216,-4.84112845780402
"UBE2K","UBE2K",-0.166024437237997,16.5211874677005,-1.90246473317863,0.0647558445359804,0.213376676219289,-4.84178654086245
"SMS","SMS",0.124047726368889,18.0310771281898,1.9012770408404,0.064915739228699,0.213738986933908,-4.84385890373545
"POU3F1","POU3F1",-0.169555286503318,15.5284168013774,-1.90125740280282,0.0649183858703185,0.213738986933908,-4.84389316052489
"TAF9B","TAF9B",-0.153809773154336,15.4845373688229,-1.90096971277359,0.064957168810096,0.213769585509757,-4.84439497656401
"CLCN3","CLCN3",0.546661923713986,14.9357876567208,1.90079839101198,0.0649802738091535,0.213769585509757,-4.84469378246756
"ZNF789","ZNF789",0.148728286701612,16.3188593487866,1.90023630174791,0.0650561284780527,0.213917430001502,-4.84567397880268
"TUBB6","TUBB6",0.179722841470483,16.4704806141169,1.90007548189962,0.0650778452938509,0.213917430001502,-4.84595437979297
"SETD1B","SETD1B",-0.22526610833334,14.7928656044231,-1.89915881248857,0.0652017494183272,0.214183390736997,-4.84755228646433
"CIB1","CIB1",-0.225505573420946,14.9074301755374,-1.89907903833123,0.0652125418743678,0.214183390736997,-4.84769131605803
"C9orf78","C9orf78",-0.146531048337149,17.3679583385589,-1.89889238379338,0.0652377999095588,0.214183390736997,-4.84801659693813
"XXYLT1","XXYLT1",0.182003401466204,14.7742638538081,1.89840695428047,0.0653035273713245,0.214226531396371,-4.84886242672027
"C19orf52","C19orf52",-0.132248750153174,15.7425470815785,-1.89839804818065,0.065304733793186,0.214226531396371,-4.84887794336688
"VAMP7","VAMP7",-0.202217659185095,15.1170110937195,-1.89821155809717,0.065330000163809,0.214226531396371,-4.84920284184519
"COA7","COA7",-0.152979152340276,17.1367207553007,-1.89760265212854,0.0654125553909033,0.214410751118005,-4.85026348024045
"KIFC1","KIFC1",0.149777736329899,15.5928530051317,1.89682107662807,0.0655186521752876,0.2146719562809,-4.85162447734345
"NARS","NARS",0.127115808112048,17.7734763857145,1.89634277051154,0.0655836537023563,0.214798356545711,-4.85245714861594
"CPNE1","CPNE1",-0.187968862785119,16.3523613866248,-1.89602262858842,0.0656271916876333,0.214802105748249,-4.85301437926374
"RRP36","RRP36",-0.14542488962487,16.2669226105737,-1.89594577769486,0.0656376467804958,0.214802105748249,-4.85314813239806
"TMOD3","TMOD3",0.165228743874497,16.9605776065173,1.89537687985331,0.0657150862621455,0.214968988420515,-4.85413811710695
"LIMA1","LIMA1",-0.11331605239041,17.6593533249168,-1.89241692858629,0.0661192655692469,0.216188493818919,-4.85928502011019
"XPO4","XPO4",-0.150350032859537,15.8715389051331,-1.8922576646616,0.0661410732104381,0.216188493818919,-4.85956176803097
"THEM6","THEM6",0.142883604260849,15.8298010071242,1.89155588800106,0.0662372392917622,0.216415803136148,-4.86078099488726
"TRAM2","TRAM2",0.180322688431641,15.422710003408,1.89121824909093,0.066283549400881,0.216480101679293,-4.86136745685235
"UCK1","UCK1",0.231271892024631,15.7273007094626,1.89081486617866,0.066338913235609,0.216548842352702,-4.86206799985355
"RIF1","RIF1",-0.0941758755174504,17.2094272274829,-1.8906767759955,0.0663578750523534,0.216548842352702,-4.86230778865772
"RTKN","RTKN",0.157729299738978,15.8614283001068,1.89028296818841,0.0664119761697764,0.21660482852774,-4.86299154301573
"FBXO3","FBXO3",-0.813253556842408,15.8753375467145,-1.89016403206176,0.0664283229818742,0.21660482852774,-4.86319802447902
"ANKS1A","ANKS1A",-0.130421339456339,15.5740479974331,-1.88914838753069,0.0665680555742181,0.216973425726872,-4.86496081879572
"TAF15","TAF15",-0.429399367609875,18.0805301240306,-1.88879011558518,0.0666174067348232,0.217047254247446,-4.86558246406611
"TFB2M","TFB2M",-0.254342485806475,16.8509129437133,-1.88727600892945,0.0668263177242104,0.217640679799722,-4.86820854991041
"GGA2","GGA2",0.176856226070328,15.5318260591429,1.88670518105776,0.0669052239854068,0.217810398789496,-4.86919815055235
"SNX3","SNX3",0.192329805506322,16.5895697297248,1.88589097749362,0.0670179104070209,0.218064274295035,-4.87060924605714
"TBCD","TBCD",0.0904799221895658,16.4078524073651,1.88575418636074,0.0670368583421446,0.218064274295035,-4.8708462693919
"MSH3","MSH3",0.101889303619689,15.9946357716807,1.88461764518725,0.0671944663492696,0.218489526781285,-4.87281505050597
"C16orf91","C16orf91",-0.174027901271492,15.8998753333471,-1.88441201432797,0.0672230157333195,0.218494959974472,-4.8731711513996
"IGF2BP3","IGF2BP3",0.178328590469025,17.3748044583491,1.88414310746397,0.0672603658988213,0.218528982570551,-4.87363678206086
"DDAH1","DDAH1",0.104454594375763,16.1155872078789,1.88229281365193,0.0675178467118914,0.219277896892116,-4.87683920661828
"WDR6","WDR6",-0.18088845354144,15.4883550992193,-1.88185392213527,0.0675790450224297,0.219290642140269,-4.87759844403883
"SMG5","SMG5",0.212635716677811,14.4896565024643,1.88165981994855,0.0676061254444238,0.219290642140269,-4.87793417437832
"DPP3","DPP3",-0.172141814798298,16.7219122535908,-1.8815970629903,0.0676148830500153,0.219290642140269,-4.87804271632138
"ARID5B","ARID5B",0.12914914154382,16.2740718030058,1.88125430922072,0.0676627307682738,0.219290642140269,-4.87863547692582
"FAM193A","FAM193A",-0.149905775701246,16.0391850971711,-1.88116667627573,0.0676749687953247,0.219290642140269,-4.87878701560968
"SEC22B","SEC22B",-0.133262886356217,17.1696099823636,-1.88110467039424,0.0676836291216553,0.219290642140269,-4.87889423534667
"MAN2B1","MAN2B1",-0.143401688530965,15.7439770125211,-1.8793989588991,0.0679222369253827,0.219976041420891,-4.88184258504101
"SYNJ2BP","SYNJ2BP",0.136726042197061,16.1506532488688,1.87877163171404,0.0680101729700832,0.220173116715972,-4.88292637486639
"COMMD5","COMMD5",0.122901427519947,16.0391216541667,1.87835055103932,0.0680692528560051,0.22019611777193,-4.88365367931117
"RSAD1","RSAD1",0.158308160392998,14.9678078762952,1.87833487375585,0.0680714533104762,0.22019611777193,-4.88368075503401
