"","WT__WT","WT__WT.1","WT__WT.2","WT__ARID1A_KO","WT__ARID1A_KO.1","WT__ARID1A_KO.2","WT__MED12_KO","WT__MED12_KO.1","WT__MED12_KO.2","Vermurafenib_1uM__WT","Vermurafenib_1uM__WT.1","Vermurafenib_1uM__WT.2","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO.1","Vermurafenib_1uM__ARID1A_KO.2","Vermurafenib_1uM__MED12_KO","Vermurafenib_1uM__MED12_KO.1","Vermurafenib_1uM__MED12_KO.2","Trametinib_10nM__WT","Trametinib_10nM__WT.1","Trametinib_10nM__WT.2","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__ARID1A_KO.1","Trametinib_10nM__ARID1A_KO.2","Trametinib_10nM__MED12_KO","Trametinib_10nM__MED12_KO.1","Trametinib_10nM__MED12_KO.2","vemurafenib+trametinib__WT","vemurafenib+trametinib__WT.1","vemurafenib+trametinib__WT.2","vemurafenib+trametinib__ARID1A_KO","vemurafenib+trametinib__ARID1A_KO.1","vemurafenib+trametinib__ARID1A_KO.2","vemurafenib+trametinib__MED12_KO","vemurafenib+trametinib__MED12_KO.1","vemurafenib+trametinib__MED12_KO.2","vemurafenib+trametinib__WT.3","Vermurafenib_1uM__WT.3","Trametinib_10nM__WT.3","vemurafenib+trametinib__ARID1A_KO.3","Vermurafenib_1uM__ARID1A_KO.3","Trametinib_10nM__ARID1A_KO.3","vemurafenib+trametinib__MED12_KO.3","Vermurafenib_1uM__MED12_KO.3","Trametinib_10nM__MED12_KO.3","WT__WT.3","Vermurafenib_1uM__WT.4","Trametinib_10nM__WT.4","WT__ARID1A_KO.3","Vermurafenib_1uM__ARID1A_KO.4","Trametinib_10nM__ARID1A_KO.4","WT__MED12_KO.3","Vermurafenib_1uM__MED12_KO.4","Trametinib_10nM__MED12_KO.4","WT__WT.4","Vermurafenib_1uM__WT.5","Trametinib_10nM__WT.5","WT__ARID1A_KO.4","Vermurafenib_1uM__ARID1A_KO.5","Trametinib_10nM__ARID1A_KO.5","WT__MED12_KO.4","Vermurafenib_1uM__MED12_KO.5","Trametinib_10nM__MED12_KO.5"
"A7E2V4;S53;",0.866775271493847,0.588892364535669,0.168692358573389,0.403104565138808,0.150868529082707,0.404002796519792,0.621167098238112,0.160744228296214,0.436095807156022,-0.172940418890499,0.326966164271242,0.29772762219393,-0.0413552795485424,0.288539299020897,0.16571779535743,0.145407171934435,0.819940340022527,0.520421291655152,0.266129153710707,0.188023244202169,0.821304944618916,-0.356924336721019,0.0583901668691035,0.433484844691272,0.185533471522662,0.163374237928178,-0.147824170945789,-1.42183930153358,-1.09947325935908,-1.28287658511953,-0.97907635466116,-0.803782132361803,-1.00888451528401,-0.804476937183433,-1.69433600430209,-1.3673022314479,-1.41529393313654,0.414547930950395,0.411469406611545,-1.20955526929233,0.479460647522271,-0.0274351103819701,-0.788465488684286,-0.0967885597052723,0.0139046643312954,0.126714428817437,0.451409293260944,0.291754960027437,0.275953658184081,0.335429557258205,0.218049370601911,0.178304408722143,0.437017444066008,0.288047258547871,0.930880979164443,0.229147359518839,0.348583938773618,0.162775106144196,-0.635226314980832,-0.201439982134074,0.763946815527812,0.367552682356951,0.349043508253157
"C9JLW8;S21;",0.0239509148293012,-0.171195529432727,-0.130138131167385,0.230349043440429,0.251488129346709,0.234092025131383,-0.116082513914536,-0.069069149627423,-0.0254487000950955,0.0692354586359475,-0.0561451962828503,0.115779102392427,0.22158706871217,-0.0145699316640891,0.0971842865569565,0.0758548741225512,0.0747887322144895,-0.117178274426692,-0.0846447445619678,0.161793259450637,0.0508309890901114,0.0614659940527334,-0.00848852852815855,-0.0805907844348977,-0.128900274099025,-0.0255039769995016,-0.0934246609904509,-0.0981041600279232,0.0125431927213267,-0.148567618905951,0.00357502909016522,-0.179165109004815,-0.12986355616719,-0.15925143996959,0.0459261822795988,0.0224941583642315,-0.130268905520314,-0.0167780115522232,0.107743664709051,-0.0706096156589179,0.18884479278388,0.00127989857101988,0.0269991824566737,0.0136068918969327,-0.143984610273203,-0.0706716508931934,0.160860281169344,-0.0297023756815559,-0.0570204659988695,0.0524279033025994,0.0304710530567626,-0.0594444145809458,0.0208194116673368,-0.00146995568703231,0.0833751831606312,-0.0300564606739686,-0.0161882970377794,0.0448401974892773,0.0813280142210454,-0.119048543220253,0.00653413619301692,0.0171848291035894,-0.00767829313380387
"C9JLW8;T/SNA;",1.17814278475703,-0.0593156361613733,0.426326140852562,0.347998267230358,0.201132557741457,0.141559498626633,0.140908637662568,-0.00633395741999377,0.127164558890339,-0.143479545472033,-0.404610947821061,-0.629819089579713,-0.811131285349911,0.132901609902322,-0.410053242780745,-0.472434474261083,0.50310747741877,-0.455311503822475,-0.178124717702957,0.101146092571979,0.230133115698262,0.641767589537789,0.435853101970901,-0.0105713941255942,-0.978106725286901,0.754838709986046,0.201444269086438,-0.471376297673955,-0.0986136343486753,-0.328826235529544,0.0279466398060799,0.0149513104571238,0.314454466925582,0.0394511210345872,0.0706744065600956,-0.390344313623658,-0.359871598786143,0.182762644654862,-0.51295130957809,-0.113785315104803,0.348353653414171,0.251639547931548,0.250953669279077,-0.248876506204892,-0.239453157807263,0.85159125271995,-0.73885071478817,0.831786169640115,0.47951235244345,-0.740319087327325,0.642352947985978,-0.272808796148397,-0.537878599137549,-1.19665281295324,-0.0616466987573418,0.133069277386277,-0.0824342356220765,0.186214174021106,0.0625878380302353,0.222900853940843,0.0663863673587447,0.33884877653144,0.0731199511202429
"O00116;S65;",0.231936635096725,0.154740914632099,-0.0306288793939364,-0.0118070281026664,-0.0413449189782503,-0.358108744684702,0.00108565286748703,-0.13648796103838,0.314496056753238,0.00711736609959408,0.190616541865684,-0.090204220198457,-0.425666985693304,-0.185585862435147,0.0818239276213786,-0.0271463542049343,0.126063364093049,0.0409173623309395,0.285999200991827,0.249553436325657,0.363913392466911,0.241146486121429,-0.107257107847328,0.321003270913305,-0.244747251715489,0.0538116626638558,0.321518836624381,-0.413897979398493,-0.459676143471339,-0.0870991742774402,-0.0647541246034471,-0.0362064534983499,-0.268010127999389,-0.341307401554642,-0.193218714656817,-0.094183458503554,-0.187407131819225,0.0766126167115797,0.0607044196522847,-0.271098803290218,0.193874663530441,0.143166311632274,-0.174338290937044,0.143134367853424,-0.141265688819935,0.473761486256937,-0.0308003964497743,0.689920497634697,-0.0837648721758561,-0.253893967101138,-0.27664861172955,-0.266745767486952,-0.117056618826021,0.145210551051715,0.122437105276439,0.314906604853286,-0.00506493788466001,-0.156781506396384,-0.0796337691381459,0.230715813049808,-0.0670255194017081,-0.0697921333472861,0.218468362089514
"O00151;S90;",-0.0729563505772269,0.21971281875166,0.106687097030055,-1.04216368661143,-0.545638365632591,-0.272513229434866,-0.601625575920286,0.086534105247995,-0.394947114985909,-0.113307886733014,0.548022611077251,0.256651466618967,-0.188946602653595,0.245725684095117,-0.234763080917428,-0.212882105539183,0.318907387290788,0.0839812677279364,0.464749119068794,-0.198128865156265,-0.12192027128883,-0.419291428890078,-0.466518825657687,0.21006812675337,0.383430144352432,-0.0950129777061529,0.696527683708974,-0.00250443299880756,-0.090941754333371,0.132993591771295,-0.289902380409832,-0.647827415270672,0.418637193462836,0.673243159162012,-0.0884367127587904,0.345700597261692,-0.190342714877,-0.306281678892159,-0.198986858054088,-0.126569276600426,0.323087307077283,0.307519291038639,0.467511253661577,0.639001424949177,-0.186463246862053,-0.233813917428288,-0.31552838961858,0.168182063173004,0.130101693330575,0.681602149606586,0.172429822106941,-1.00246113263358,-0.0800380556047085,0.443264510147373,-0.0271080237019052,0.052340897065618,0.094801538212863,0.564867758086807,0.143638261925501,0.0992570130280593,-0.204501183347465,-0.221298519288529,-0.285554976406381
"O00161;S110;",-0.293272293994736,-0.107672122817514,-0.091881946798151,-0.238477048689472,-0.164884974435077,-0.126502826347301,-0.281699839916299,-0.301752193145502,-0.350558036463729,0.0616972385155163,0.0448258076476769,0.113040743857263,0.367897494872795,0.118887374221951,-0.0280388507704737,0.411117256386718,0.190963485429452,0.047810712698367,0.0744449263610993,-0.0970448069520615,0.015516687316855,0.174663056491303,0.138290831996508,-0.131659848473403,0.0586874658140912,-0.0301045002778786,0.137991933189603,0.249622811418805,-0.0801094069227747,-0.0601568489724066,0.00413522088584839,-0.0159387143632766,-0.330495683002707,0.0666529145661255,0.0014561033115397,0.0500340245032705,0.0128153140277665,0.101212751146499,0.160407840799758,-0.0110317329151371,0.0982680207474019,0.130720406278157,-0.0554703465129626,-0.000158145230223783,0.0590772456223224,-0.603782888310372,0.194452127752926,-0.0629872628832883,-0.0509300956529782,-0.0346493424355725,0.0870535309382816,-0.174295522630735,0.364571862643672,0.231172912136296,-0.141878590977403,0.107761585584799,-0.0583951157629693,-0.0566419018091949,0.0607028559543279,-0.0542309269513413,-0.0650107864361292,0.296294302653977,-0.132534244919903
"O00178;S25;",0.517069030473664,0.370065072126415,0.218458572291297,-0.0202498855696706,-0.0949142882742223,0.0438437010998436,0.166544875800891,-0.00198729253552783,-0.189379326963005,0.480424826590599,0.265290358749576,0.468381337870764,0.192582114116893,-0.22319636672615,-0.0283870433894803,0.16821358589167,0.201334753976237,0.143982299591904,0.81461520827177,0.385134525518132,0.0347935112804814,-0.0569099396612072,-0.120724873695892,0.209880056784966,-0.0956050411758675,0.213831403067318,0.0872761025380085,0.0744928816561544,-0.251441953260303,-1.56883888093968,-0.435086250028546,-0.278800370558544,-0.158176516971336,-1.22860434887702,0.0139321707792519,0.55354371035534,-0.964043772233859,0.104704432115516,0.385087398564873,0.445554897176511,-0.43046781064278,0.0787795598341166,-0.574071332334382,0.396274688705698,0.477422758244052,0.160077397803948,0.16692636886083,0.29205873033356,-0.022004187362665,0.207389767100591,0.291848879501303,-0.0339695507981192,0.235606962097642,0.208455643250019,-4.72607902155614,0.114700931475037,-0.441920247654352,1.00577415355024,0.384462404084922,0.234356696728185,0.484883763303383,0.212001854075682,0.434800915571461
"O00193;S147;",-0.51310252279327,-0.513157823656378,0.599717254298099,-0.104841654833184,0.561152487258684,0.502971960864258,-0.157316313256505,0.482189867182731,0.364683247657864,-0.554406445142796,-0.470654240379458,0.460000432503897,-0.0125237715164023,0.981596354025669,-0.641344365880391,0.346544062435621,0.0848072103149802,0.188335982782405,0.0898927625091827,-0.144370966460192,0.222212804041012,-0.386517736380594,-0.128149480340903,-0.400024756962855,-0.117191546485975,0.301217498337248,0.294294095749136,-0.435151917475555,-0.331507897755179,-1.22803169712281,-0.409283950996451,-0.0275718239180545,0.344958556724461,0.282953378788089,-1.35795421791163,0.531905883753278,-0.401694014251552,0.271701758071522,-0.170847650818084,0.0433468709913031,0.383055109707756,-0.0812292804717231,-0.239122006061641,0.156649860001303,-0.56865739521338,0.0122303073705496,0.0150626845052661,-0.162094780962823,0.541986759382976,-0.102320232863661,0.223983200758885,0.0521291174259079,0.172648033598109,0.264741563399838,0.250065284849421,-0.0848903870393117,-0.140307746485712,0.163763412075622,0.0943881586214244,0.0445484103995095,0.254795650388296,0.202636714349708,0.0970998883124615
"O00193;S17;",1.93612200682108,1.10827472975636,-1.28311267130426,0.700855966081415,0.193145426626635,-0.0608403481979964,0.956345284923479,-0.23330887766756,0.408169945924536,0.134253228398764,-0.131157593448905,0.325280576479035,0.430960277961289,0.244484704405203,0.737339269648807,0.524402411148188,0.131284589914088,0.451972257020782,0.357980870524644,0.0743065489253492,-1.1968886910134,-0.781394576454597,1.53015244651515,0.537309301240618,0.0529866079750765,-1.69957335684152,-0.641986100750863,-0.317509643577152,-0.50441854852768,0.493940666757675,0.260193910463978,-0.477165901025287,0.0177531033125691,-1.88627166389327,-0.856791476637159,-0.655184752740569,-0.657067077934298,0.338688898305407,0.476822329549171,0.052950378365434,0.598939752109911,-1.81875390266917,-0.0104749869923968,-0.301095042806969,1.97637513314164,0.835911970540976,0.284241681722394,0.286746995744896,0.0623585214696233,0.298991336168387,-4.56810764980967,0.734134970695086,1.00861648128891,-3.31684273485023,-0.244391445141195,-0.0828962913715275,1.12794953964309,0.412840509637763,0.379181301350434,0.698036051070957,0.157230355553663,-0.129511059751433,0.517214056224643
"O00203;S276;",-0.13528809617286,0.181473181449741,-0.0753692613335801,0.283366544382076,-0.0460264362553631,-0.0390603107613139,0.0850188556408931,0.132132437768235,-0.0181210150919066,0.00011060649964316,0.00856779457317073,0.0599674679115794,-0.0494198625225474,0.02679550748468,-0.0225388409726395,-0.0396038233084904,-0.209624106564605,0.0724286543572141,0.0581498117578381,-0.155076561962745,0.0413394750333605,0.00498699372246964,0.0781878046929087,-0.0832631218870133,0.230163510932062,-0.129436611800716,0.133532660307057,-0.101193517548175,-0.0485097546134927,0.00508945816432904,0.072361289472349,0.0124551768925356,0.0734195432504468,-0.0834480259718573,0.00145616972680157,-0.00543689033967619,-0.0370121864951849,0.0388410506172811,0.0159934406826251,0.0461229881826813,0.019970825508375,-0.0295628318665191,-0.0383901030048665,0.0508994918201266,-0.188893563488541,0.00157010418625396,-0.100358805458913,-0.118122541902476,-0.0452227441972359,0.0163141152688224,0.0190122414915418,0.0973680162266901,0.000219857276952798,0.0399642148656761,0.0154154551941397,-0.0276774147545653,0.0813512560734238,-0.04610942807376,-0.0639942023469922,0.042827273229067,-0.0199109076581145,-0.0641795274038143,-0.0260227808850835
"O00257;S182;",-0.903615309973163,0.309188297647225,-1.1394374379736,-0.730767354564698,-0.269829650915749,0.0385862082948502,-0.369702965851356,-0.410753218756517,-1.42457486172507,0.295138959440461,0.415477317184865,0.362330128090574,-0.0196962988716398,0.234264498609931,0.0128024308673496,0.0239501667184264,-0.55872345439506,0.106710310377885,0.85393213440171,0.441840255346749,0.62598960533106,0.580455614136885,0.678499210718292,0.673620237531116,0.641827977344298,0.731210509507206,0.560884757983826,0.0637391841861605,-0.538066790311637,-0.557730360673228,-0.449232401638626,-0.651053537857344,-0.534909793345985,-0.256434693759394,-1.22762583955135,0.324269212794768,-0.488876234385767,0.144474335040968,0.472141662168267,-0.542230062283825,-0.0558809241786842,1.31752953792311,-0.117881791226351,0.0260043206289481,0.123893778924378,-0.762260493913408,-0.255172480320488,0.902680282931435,-0.171196683696514,-0.305121360452592,0.836425090937132,-1.23785481261233,-0.247238446040991,1.11078716558572,-0.399610688469839,0.595385040898116,0.278852627109426,-0.288453080993237,-0.00289601975323639,0.587833889217395,-0.206120956595718,0.63468265634712,0.117540600861743
